,X.1,X,LINKEDDEPTNAME,LINKEDLINENAME,LINKEDLINE,LINKEDPOLENAME,ACQUISITION_TIME,TENSION,D,ACQUISITION_DAY,ACQUISITION_HOUR,F0,b,
1054,1054,5020254,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 12:05,14386.4,33.8,1/16/2014,2014-01-16 12,14151.2,1.09,
1055,1055,5020256,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 13:17,14582.4,33.8,1/16/2014,2014-01-16 13,14151.2,1.95,
1056,1056,5020261,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 14:07,14729.4,33.8,1/16/2014,2014-01-16 14,14151.2,2.57,
1057,1057,5020267,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 15:08,14690.2,33.8,1/16/2014,2014-01-16 15,14151.2,2.4,
1058,1058,5039956,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 16:08,14690.2,33.8,1/16/2014,2014-01-16 16,14151.2,2.4,
1059,1059,5039962,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 17:09,14533.4,33.8,1/16/2014,2014-01-16 17,14151.2,1.74,
1060,1060,5039968,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 18:14,14357,33.8,1/16/2014,2014-01-16 18,14151.2,0.96,
1061,1061,5039973,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 19:05,14239.4,33.8,1/16/2014,2014-01-16 19,14151.2,0.42,
1062,1062,5039979,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 20:05,14268.8,33.8,1/16/2014,2014-01-16 20,14151.2,0.55,
1063,1063,5039985,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 21:06,14268.8,33.8,1/16/2014,2014-01-16 21,14151.2,0.55,
1064,1064,5039991,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 22:07,14259,33.8,1/16/2014,2014-01-16 22,14151.2,0.51,
1065,1065,5039997,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 23:08,14219.8,33.8,1/16/2014,2014-01-16 23,14151.2,0.32,
1066,1066,5040003,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 0:08,14141.4,33.8,1/17/2014,2014-01-17 00,14141.4,0,
1067,1067,5040008,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 1:00,14161,33.8,1/17/2014,2014-01-17 01,14141.4,0.09,
1068,1068,5040014,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 2:02,14200.2,33.8,1/17/2014,2014-01-17 02,14141.4,0.28,
1069,1069,5040020,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 3:12,14239.4,33.8,1/17/2014,2014-01-17 03,14141.4,0.46,
1070,1070,5040025,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 4:04,14288.4,33.8,1/17/2014,2014-01-17 04,14141.4,0.69,
1071,1071,5040030,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 5:05,14288.4,33.8,1/17/2014,2014-01-17 05,14141.4,0.69,
1072,1072,5040036,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 6:05,14317.8,33.8,1/17/2014,2014-01-17 06,14141.4,0.82,
1073,1073,5040042,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 7:05,14288.4,33.8,1/17/2014,2014-01-17 07,14141.4,0.69,
1074,1074,5040048,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 8:05,14278.6,33.8,1/17/2014,2014-01-17 08,14141.4,0.64,
1075,1075,5040054,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 9:05,14278.6,33.8,1/17/2014,2014-01-17 09,14141.4,0.64,
1076,1076,5040059,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 10:05,14288.4,33.8,1/17/2014,2014-01-17 10,14141.4,0.69,
1077,1077,5040065,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 11:04,14464.8,33.8,1/17/2014,2014-01-17 11,14141.4,1.48,
1078,1078,5020388,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 12:04,14445.2,33.8,1/17/2014,2014-01-17 12,14141.4,1.39,
1079,1079,5020394,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 13:09,14582.4,33.8,1/17/2014,2014-01-17 13,14141.4,1.99,
1080,1080,5020400,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 14:09,14758.8,33.8,1/17/2014,2014-01-17 14,14141.4,2.73,
1081,1081,5020405,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 15:00,14680.4,33.8,1/17/2014,2014-01-17 15,14141.4,2.41,
1082,1082,5020409,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 17:42,14484.4,33.8,1/17/2014,2014-01-17 17,14141.4,1.57,
1083,1083,5020411,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 18:01,14425.6,33.8,1/17/2014,2014-01-17 18,14141.4,1.31,
1084,1084,5030258,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 19:03,14268.8,33.8,1/17/2014,2014-01-17 19,14141.4,0.6,
1085,1085,5030263,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 20:04,14298.2,33.8,1/17/2014,2014-01-17 20,14141.4,0.73,
1086,1086,5030268,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 21:04,14259,33.8,1/17/2014,2014-01-17 21,14141.4,0.55,
1087,1087,5030274,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 22:05,14249.2,33.8,1/17/2014,2014-01-17 22,14141.4,0.51,
1088,1088,5030280,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/17/2014 23:06,14229.6,33.8,1/17/2014,2014-01-17 23,14141.4,0.42,
1089,1089,5030286,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 0:07,14219.8,33.8,1/18/2014,2014-01-18 00,14141.4,0.37,
1090,1090,5030292,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 1:07,14239.4,33.8,1/18/2014,2014-01-18 01,14141.4,0.46,
1091,1091,5030298,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 2:08,14190.4,33.8,1/18/2014,2014-01-18 02,14141.4,0.23,
1092,1092,5030304,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 3:09,14239.4,33.8,1/18/2014,2014-01-18 03,14141.4,0.46,
1093,1093,5030309,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 4:00,14229.6,33.8,1/18/2014,2014-01-18 04,14141.4,0.42,
1094,1094,5020474,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 5:00,14210,33.8,1/18/2014,2014-01-18 05,14141.4,0.32,
1095,1095,5020480,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 6:01,14219.8,33.8,1/18/2014,2014-01-18 06,14141.4,0.37,
1096,1096,5020486,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 7:01,14249.2,33.8,1/18/2014,2014-01-18 07,14141.4,0.51,
1097,1097,5020492,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 8:04,14229.6,33.8,1/18/2014,2014-01-18 08,14141.4,0.42,
1098,1098,5020498,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 9:04,14347.2,33.8,1/18/2014,2014-01-18 09,14141.4,0.96,
1099,1099,5020504,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 10:04,14357,33.8,1/18/2014,2014-01-18 10,14141.4,1,
1100,1100,5020510,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 11:06,14455,33.8,1/18/2014,2014-01-18 11,14141.4,1.44,
1101,1101,5020516,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 12:07,14435.4,33.8,1/18/2014,2014-01-18 12,14141.4,1.35,
1102,1102,5020522,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 13:07,14513.8,33.8,1/18/2014,2014-01-18 13,14141.4,1.7,
1103,1103,5020528,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 14:07,14798,33.8,1/18/2014,2014-01-18 14,14141.4,2.89,
1104,1104,5020534,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 15:09,14739.2,33.8,1/18/2014,2014-01-18 15,14141.4,2.65,
1105,1105,5020539,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 16:00,14719.6,33.8,1/18/2014,2014-01-18 16,14141.4,2.57,
1106,1106,5020545,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 17:00,14582.4,33.8,1/18/2014,2014-01-18 17,14141.4,1.99,
1107,1107,5020551,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 18:01,14464.8,33.8,1/18/2014,2014-01-18 18,14141.4,1.48,
1108,1108,5020557,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 19:01,14259,33.8,1/18/2014,2014-01-18 19,14141.4,0.55,
1109,1109,5020563,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 20:03,14268.8,33.8,1/18/2014,2014-01-18 20,14141.4,0.6,
1110,1110,5020569,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 21:03,14268.8,33.8,1/18/2014,2014-01-18 21,14141.4,0.6,
1111,1111,5020575,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 22:04,14239.4,33.8,1/18/2014,2014-01-18 22,14141.4,0.46,
1112,1112,5020581,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/18/2014 23:04,14288.4,33.8,1/18/2014,2014-01-18 23,14141.4,0.69,
1113,1113,5020587,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 0:06,14298.2,33.8,1/19/2014,2014-01-19 00,14141.4,0.73,
1114,1114,5020593,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 1:06,14249.2,33.8,1/19/2014,2014-01-19 01,14141.4,0.51,
1115,1115,5020599,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 2:07,14268.8,33.8,1/19/2014,2014-01-19 02,14141.4,0.6,
1116,1116,5000921,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 3:09,14268.8,33.8,1/19/2014,2014-01-19 03,14141.4,0.6,
1117,1117,5000926,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 4:00,14229.6,33.8,1/19/2014,2014-01-19 04,14141.4,0.42,
1118,1118,5000932,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 5:00,14239.4,33.8,1/19/2014,2014-01-19 05,14141.4,0.46,
1119,1119,5000938,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 6:01,14278.6,33.8,1/19/2014,2014-01-19 06,14141.4,0.64,
1120,1120,5000944,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 7:02,14268.8,33.8,1/19/2014,2014-01-19 07,14141.4,0.6,
1121,1121,5000950,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 8:03,14259,33.8,1/19/2014,2014-01-19 08,14141.4,0.55,
1122,1122,5000956,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 9:03,14406,33.8,1/19/2014,2014-01-19 09,14141.4,1.22,
1123,1123,5000962,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 10:04,14347.2,33.8,1/19/2014,2014-01-19 10,14141.4,0.96,
1124,1124,5000968,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 11:05,14474.6,33.8,1/19/2014,2014-01-19 11,14141.4,1.52,
1125,1125,5000973,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 12:06,14464.8,33.8,1/19/2014,2014-01-19 12,14141.4,1.48,
1126,1126,5000979,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 13:06,14513.8,33.8,1/19/2014,2014-01-19 13,14141.4,1.7,
1127,1127,5000985,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 14:07,14700,33.8,1/19/2014,2014-01-19 14,14141.4,2.49,
1128,1128,4981308,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 15:08,14749,33.8,1/19/2014,2014-01-19 15,14141.4,2.69,
1129,1129,4981314,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 16:09,14660.8,33.8,1/19/2014,2014-01-19 16,14141.4,2.32,
1130,1130,4981320,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 17:30,14504,33.8,1/19/2014,2014-01-19 17,14141.4,1.65,
1131,1131,4981323,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 18:00,14396.2,33.8,1/19/2014,2014-01-19 18,14141.4,1.18,
1132,1132,4981327,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 20:21,14161,33.8,1/19/2014,2014-01-19 20,14141.4,0.09,
1133,1133,4981328,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 21:14,14151.2,33.8,1/19/2014,2014-01-19 21,14141.4,0.05,
1134,1134,4981333,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 22:05,14170.8,33.8,1/19/2014,2014-01-19 22,14141.4,0.14,
1135,1135,4981339,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/19/2014 23:05,14239.4,33.8,1/19/2014,2014-01-19 23,14141.4,0.46,
1136,1136,4981345,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 0:06,14121.8,33.8,1/20/2014,2014-01-20 00,14121.8,0,
1137,1137,4981351,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 1:06,14063,33.8,1/20/2014,2014-01-20 01,14063,0,
1138,1138,4981357,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 2:16,14102.2,33.8,1/20/2014,2014-01-20 02,14063,0.19,
1139,1139,4981362,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 3:06,14102.2,33.8,1/20/2014,2014-01-20 03,14063,0.19,
1140,1140,4991209,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 4:06,14053.2,33.8,1/20/2014,2014-01-20 04,14053.2,0,
1141,1141,4991215,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 5:07,14092.4,33.8,1/20/2014,2014-01-20 05,14053.2,0.19,
1142,1142,4991221,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 6:09,14004.2,33.8,1/20/2014,2014-01-20 06,14004.2,0,
1143,1143,4991227,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 7:09,14141.4,33.8,1/20/2014,2014-01-20 07,14004.2,0.65,
1144,1144,4991231,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 8:00,14014,33.8,1/20/2014,2014-01-20 08,14004.2,0.05,
1145,1145,4991237,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 9:00,14043.4,33.8,1/20/2014,2014-01-20 09,14004.2,0.19,
1146,1146,4991242,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 10:01,14102.2,33.8,1/20/2014,2014-01-20 10,14004.2,0.47,
1147,1147,4991247,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 11:01,14239.4,33.8,1/20/2014,2014-01-20 11,14004.2,1.1,
1148,1148,4991252,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 12:01,14259,33.8,1/20/2014,2014-01-20 12,14004.2,1.19,
1149,1149,4991257,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 13:14,14357,33.8,1/20/2014,2014-01-20 13,14004.2,1.62,
1150,1150,4991261,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 14:05,14592.2,33.8,1/20/2014,2014-01-20 14,14004.2,2.63,
1151,1151,4991267,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 15:06,14651,33.8,1/20/2014,2014-01-20 15,14004.2,2.88,
1152,1152,4991273,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 16:08,14611.8,33.8,1/20/2014,2014-01-20 16,14004.2,2.71,
1153,1153,4991279,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 17:08,14484.4,33.8,1/20/2014,2014-01-20 17,14004.2,2.18,
1154,1154,4991285,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 18:09,14317.8,33.8,1/20/2014,2014-01-20 18,14004.2,1.45,
1155,1155,4991291,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 19:09,14072.8,33.8,1/20/2014,2014-01-20 19,14004.2,0.33,
1156,1156,4991297,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 20:09,14072.8,33.8,1/20/2014,2014-01-20 20,14004.2,0.33,
1157,1157,4991303,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 21:08,14072.8,33.8,1/20/2014,2014-01-20 21,14004.2,0.33,
1158,1158,4991309,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 22:10,14082.6,33.8,1/20/2014,2014-01-20 22,14004.2,0.37,
1159,1159,4981473,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/20/2014 23:00,14082.6,33.8,1/20/2014,2014-01-20 23,14004.2,0.37,
1160,1160,4981479,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 0:01,14082.6,33.8,1/21/2014,2014-01-21 00,14004.2,0.37,
1161,1161,4981485,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 1:02,14072.8,33.8,1/21/2014,2014-01-21 01,14004.2,0.33,
1162,1162,4981491,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 2:02,14082.6,33.8,1/21/2014,2014-01-21 02,14004.2,0.37,
1163,1163,4981497,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 3:03,14063,33.8,1/21/2014,2014-01-21 03,14004.2,0.28,
1164,1164,4981503,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 4:04,14082.6,33.8,1/21/2014,2014-01-21 04,14004.2,0.37,
1165,1165,4981509,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 5:05,14102.2,33.8,1/21/2014,2014-01-21 05,14004.2,0.47,
1166,1166,4981515,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 6:05,14082.6,33.8,1/21/2014,2014-01-21 06,14004.2,0.37,
1167,1167,4991362,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 7:06,14092.4,33.8,1/21/2014,2014-01-21 07,14004.2,0.42,
1168,1168,4991368,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 8:07,14082.6,33.8,1/21/2014,2014-01-21 08,14004.2,0.37,
1169,1169,4991374,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 9:08,14239.4,33.8,1/21/2014,2014-01-21 09,14004.2,1.1,
1170,1170,4991380,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 10:08,14298.2,33.8,1/21/2014,2014-01-21 10,14004.2,1.36,
1171,1171,4991385,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 11:02,14474.6,33.8,1/21/2014,2014-01-21 11,14004.2,2.14,
1172,1172,5001232,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 12:02,14523.6,33.8,1/21/2014,2014-01-21 12,14004.2,2.34,
1173,1173,5001238,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 13:02,14406,33.8,1/21/2014,2014-01-21 13,14004.2,1.84,
1174,1174,5001244,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 14:04,14690.2,33.8,1/21/2014,2014-01-21 14,14004.2,3.04,
1175,1175,5001250,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 15:05,14651,33.8,1/21/2014,2014-01-21 15,14004.2,2.88,
1176,1176,5001256,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 16:05,14621.6,33.8,1/21/2014,2014-01-21 16,14004.2,2.76,
1177,1177,5001262,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 17:05,14523.6,33.8,1/21/2014,2014-01-21 17,14004.2,2.34,
1178,1178,5001268,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 18:07,14406,33.8,1/21/2014,2014-01-21 18,14004.2,1.84,
1179,1179,5001274,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 19:08,14190.4,33.8,1/21/2014,2014-01-21 19,14004.2,0.88,
1180,1180,5001280,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 20:08,14170.8,33.8,1/21/2014,2014-01-21 20,14004.2,0.79,
1181,1181,5001286,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 21:08,14161,33.8,1/21/2014,2014-01-21 21,14004.2,0.74,
1182,1182,5001292,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 22:08,14161,33.8,1/21/2014,2014-01-21 22,14004.2,0.74,
1183,1183,5001298,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2014 23:08,14151.2,33.8,1/21/2014,2014-01-21 23,14004.2,0.7,
1184,1184,5001304,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2014 0:08,14151.2,33.8,1/22/2014,2014-01-22 00,14004.2,0.7,
1185,1185,5001310,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2014 1:09,14161,33.8,1/22/2014,2014-01-22 01,14004.2,0.74,
1186,1186,5001315,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2014 2:01,14151.2,33.8,1/22/2014,2014-01-22 02,14004.2,0.7,
1187,1187,5001321,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2014 3:03,14141.4,33.8,1/22/2014,2014-01-22 03,14004.2,0.65,
