,X.1,X,LINKEDDEPTNAME,LINKEDLINENAME,LINKEDLINE,LINKEDPOLENAME,ACQUISITION_TIME,TENSION,D,ACQUISITION_DAY,ACQUISITION_HOUR,F0,b,
886,886,4973355,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 10:07,14396.2,33.8,1/9/2014,2014-01-09 10,14121.8,1.27,
887,887,4971174,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 11:07,14445.2,33.8,1/9/2014,2014-01-09 11,14121.8,1.48,
888,888,4970087,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 12:08,14415.8,33.8,1/9/2014,2014-01-09 12,14121.8,1.35,
889,889,4970093,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 13:10,14621.6,33.8,1/9/2014,2014-01-09 13,14121.8,2.24,
890,890,4979939,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 14:00,14729.4,33.8,1/9/2014,2014-01-09 14,14121.8,2.69,
891,891,4979945,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 15:01,14749,33.8,1/9/2014,2014-01-09 15,14121.8,2.77,
892,892,4979951,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 16:01,14621.6,33.8,1/9/2014,2014-01-09 16,14121.8,2.24,
893,893,4979957,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 17:02,14533.4,33.8,1/9/2014,2014-01-09 17,14121.8,1.87,
894,894,4979962,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 18:02,14415.8,33.8,1/9/2014,2014-01-09 18,14121.8,1.35,
895,895,4979968,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 19:03,14229.6,33.8,1/9/2014,2014-01-09 19,14121.8,0.51,
896,896,4979974,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 20:03,14259,33.8,1/9/2014,2014-01-09 20,14121.8,0.64,
897,897,4979980,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 21:05,14268.8,33.8,1/9/2014,2014-01-09 21,14121.8,0.69,
898,898,4979986,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 22:05,14229.6,33.8,1/9/2014,2014-01-09 22,14121.8,0.51,
899,899,4979992,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/9/2014 23:06,14249.2,33.8,1/9/2014,2014-01-09 23,14121.8,0.6,
900,900,4979998,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 0:06,14249.2,33.8,1/10/2014,2014-01-10 00,14121.8,0.6,
901,901,4983284,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 1:08,14259,33.8,1/10/2014,2014-01-10 01,14121.8,0.64,
902,902,4983290,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 2:08,14268.8,33.8,1/10/2014,2014-01-10 02,14121.8,0.69,
903,903,4983296,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 3:09,14249.2,33.8,1/10/2014,2014-01-10 03,14121.8,0.6,
904,904,4983302,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 4:09,14229.6,33.8,1/10/2014,2014-01-10 04,14121.8,0.51,
905,905,4983307,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 5:00,14259,33.8,1/10/2014,2014-01-10 05,14121.8,0.64,
906,906,4983313,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 6:02,14239.4,33.8,1/10/2014,2014-01-10 06,14121.8,0.55,
907,907,4983319,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 7:02,14249.2,33.8,1/10/2014,2014-01-10 07,14121.8,0.6,
908,908,4983325,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 8:02,14239.4,33.8,1/10/2014,2014-01-10 08,14121.8,0.55,
909,909,4983331,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 9:03,14347.2,33.8,1/10/2014,2014-01-10 09,14121.8,1.05,
910,910,4983337,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 10:05,14337.4,33.8,1/10/2014,2014-01-10 10,14121.8,1,
911,911,4983343,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 11:05,14425.6,33.8,1/10/2014,2014-01-10 11,14121.8,1.4,
912,912,4983349,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 12:05,14396.2,33.8,1/10/2014,2014-01-10 12,14121.8,1.27,
913,913,4983355,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 13:07,14592.2,33.8,1/10/2014,2014-01-10 13,14121.8,2.12,
914,914,4983361,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 14:08,14788.2,33.8,1/10/2014,2014-01-10 14,14121.8,2.94,
915,915,4980087,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 15:09,14739.2,33.8,1/10/2014,2014-01-10 15,14121.8,2.73,
916,916,4980093,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 16:09,14543.2,33.8,1/10/2014,2014-01-10 16,14121.8,1.91,
917,917,4980098,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 17:00,14621.6,33.8,1/10/2014,2014-01-10 17,14121.8,2.24,
918,918,4980104,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 18:01,14474.6,33.8,1/10/2014,2014-01-10 18,14121.8,1.61,
919,919,4980110,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 19:01,14327.6,33.8,1/10/2014,2014-01-10 19,14121.8,0.96,
920,920,4980116,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 20:02,14366.8,33.8,1/10/2014,2014-01-10 20,14121.8,1.13,
921,921,4980122,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 21:03,14317.8,33.8,1/10/2014,2014-01-10 21,14121.8,0.91,
922,922,4980128,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 22:04,14317.8,33.8,1/10/2014,2014-01-10 22,14121.8,0.91,
923,923,4980134,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/10/2014 23:04,14278.6,33.8,1/10/2014,2014-01-10 23,14121.8,0.73,
924,924,4980140,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 0:05,14131.6,33.8,1/11/2014,2014-01-11 00,14121.8,0.05,
925,925,4980146,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 1:06,14239.4,33.8,1/11/2014,2014-01-11 01,14121.8,0.55,
926,926,4980152,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 2:07,14327.6,33.8,1/11/2014,2014-01-11 02,14121.8,0.96,
927,927,4983438,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 3:08,14239.4,33.8,1/11/2014,2014-01-11 03,14121.8,0.55,
928,928,4983444,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 4:08,14239.4,33.8,1/11/2014,2014-01-11 04,14121.8,0.55,
929,929,4976889,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 5:09,14239.4,33.8,1/11/2014,2014-01-11 05,14121.8,0.55,
930,930,4976894,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 6:00,14249.2,33.8,1/11/2014,2014-01-11 06,14121.8,0.6,
931,931,4976900,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 7:02,14229.6,33.8,1/11/2014,2014-01-11 07,14121.8,0.51,
932,932,4976906,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 8:02,14200.2,33.8,1/11/2014,2014-01-11 08,14121.8,0.37,
933,933,4980192,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 9:03,14347.2,33.8,1/11/2014,2014-01-11 09,14131.6,1,
934,934,4980198,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 10:04,14317.8,33.8,1/11/2014,2014-01-11 10,14131.6,0.87,
935,935,4980204,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 11:05,14406,33.8,1/11/2014,2014-01-11 11,14131.6,1.27,
936,936,4980210,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 12:05,14337.4,33.8,1/11/2014,2014-01-11 12,14131.6,0.96,
937,937,4980216,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 13:06,14572.6,33.8,1/11/2014,2014-01-11 13,14131.6,1.99,
938,938,4980222,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 14:07,14631.4,33.8,1/11/2014,2014-01-11 14,14131.6,2.24,
939,939,4983508,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 15:08,14660.8,33.8,1/11/2014,2014-01-11 15,14131.6,2.37,
940,940,4983514,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 16:08,14631.4,33.8,1/11/2014,2014-01-11 16,14131.6,2.24,
941,941,4983520,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 17:09,14523.6,33.8,1/11/2014,2014-01-11 17,14131.6,1.78,
942,942,4983525,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 18:00,14386.4,33.8,1/11/2014,2014-01-11 18,14131.6,1.18,
943,943,4980251,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 19:00,14259,33.8,1/11/2014,2014-01-11 19,14131.6,0.6,
944,944,4980257,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 20:02,14200.2,33.8,1/11/2014,2014-01-11 20,14131.6,0.33,
945,945,4980262,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 21:02,14288.4,33.8,1/11/2014,2014-01-11 21,14131.6,0.73,
946,946,4999951,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 22:03,14288.4,33.8,1/11/2014,2014-01-11 22,14131.6,0.73,
947,947,4999957,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/11/2014 23:03,14249.2,33.8,1/11/2014,2014-01-11 23,14131.6,0.55,
948,948,4999963,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 0:05,14210,33.8,1/12/2014,2014-01-12 00,14131.6,0.37,
949,949,4999969,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 1:05,14151.2,33.8,1/12/2014,2014-01-12 01,14131.6,0.09,
950,950,4999974,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 2:07,14121.8,33.8,1/12/2014,2014-01-12 02,14121.8,0,
951,951,4999980,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 3:07,14092.4,33.8,1/12/2014,2014-01-12 03,14092.4,0,
952,952,4999985,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 4:08,14131.6,33.8,1/12/2014,2014-01-12 04,14092.4,0.19,
953,953,4999991,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 5:08,14170.8,33.8,1/12/2014,2014-01-12 05,14092.4,0.37,
954,954,4999996,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 6:08,14200.2,33.8,1/12/2014,2014-01-12 06,14092.4,0.51,
955,955,5000002,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 7:09,14229.6,33.8,1/12/2014,2014-01-12 07,14092.4,0.65,
956,956,5000008,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 8:20,14288.4,33.8,1/12/2014,2014-01-12 08,14092.4,0.92,
957,957,5000012,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 9:09,14415.8,33.8,1/12/2014,2014-01-12 09,14092.4,1.49,
958,958,5000017,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 10:10,14435.4,33.8,1/12/2014,2014-01-12 10,14092.4,1.57,
959,959,5000022,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 11:00,14504,33.8,1/12/2014,2014-01-12 11,14092.4,1.87,
960,960,5000028,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 12:02,14513.8,33.8,1/12/2014,2014-01-12 12,14092.4,1.91,
961,961,5000034,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 13:04,14425.6,33.8,1/12/2014,2014-01-12 13,14092.4,1.53,
962,962,5000039,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 14:06,14572.6,33.8,1/12/2014,2014-01-12 14,14092.4,2.16,
963,963,5000045,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 15:06,14445.2,33.8,1/12/2014,2014-01-12 15,14092.4,1.62,
964,964,5000051,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 16:06,14435.4,33.8,1/12/2014,2014-01-12 16,14092.4,1.57,
965,965,5000057,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 17:07,14425.6,33.8,1/12/2014,2014-01-12 17,14092.4,1.53,
966,966,5000063,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 18:07,14298.2,33.8,1/12/2014,2014-01-12 18,14092.4,0.96,
967,967,5000069,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 19:07,14151.2,33.8,1/12/2014,2014-01-12 19,14092.4,0.28,
968,968,5000075,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 20:08,14131.6,33.8,1/12/2014,2014-01-12 20,14092.4,0.19,
969,969,5000080,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 21:01,14131.6,33.8,1/12/2014,2014-01-12 21,14092.4,0.19,
970,970,5000086,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 22:01,14180.6,33.8,1/12/2014,2014-01-12 22,14092.4,0.42,
971,971,5000092,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/12/2014 23:01,14200.2,33.8,1/12/2014,2014-01-12 23,14092.4,0.51,
972,972,5000096,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 0:01,14200.2,33.8,1/13/2014,2014-01-13 00,14092.4,0.51,
973,973,5000101,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 1:01,14131.6,33.8,1/13/2014,2014-01-13 01,14092.4,0.19,
974,974,5000105,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 2:02,14121.8,33.8,1/13/2014,2014-01-13 02,14092.4,0.14,
975,975,5000111,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 3:03,14112,33.8,1/13/2014,2014-01-13 03,14092.4,0.09,
976,976,5000115,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 4:04,14112,33.8,1/13/2014,2014-01-13 04,14092.4,0.09,
977,977,5000121,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 5:04,14092.4,33.8,1/13/2014,2014-01-13 05,14092.4,0,
978,978,5000127,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 6:05,14102.2,33.8,1/13/2014,2014-01-13 06,14092.4,0.05,
979,979,5000133,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 7:06,14102.2,33.8,1/13/2014,2014-01-13 07,14092.4,0.05,
980,980,5000139,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 8:07,14072.8,33.8,1/13/2014,2014-01-13 08,14072.8,0,
981,981,5000145,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 9:07,14170.8,33.8,1/13/2014,2014-01-13 09,14072.8,0.46,
982,982,5000150,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 10:07,14337.4,33.8,1/13/2014,2014-01-13 10,14072.8,1.23,
983,983,5000156,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 11:07,14484.4,33.8,1/13/2014,2014-01-13 11,14072.8,1.87,
984,984,5000162,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 12:07,14406,33.8,1/13/2014,2014-01-13 12,14072.8,1.53,
985,985,5000168,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 13:07,14582.4,33.8,1/13/2014,2014-01-13 13,14072.8,2.29,
986,986,5000174,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 14:07,14700,33.8,1/13/2014,2014-01-13 14,14072.8,2.78,
987,987,5000180,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 15:14,14670.6,33.8,1/13/2014,2014-01-13 15,14072.8,2.66,
988,988,5000185,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 16:05,14592.2,33.8,1/13/2014,2014-01-13 16,14072.8,2.33,
989,989,5000191,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 17:05,14523.6,33.8,1/13/2014,2014-01-13 17,14072.8,2.04,
990,990,5000197,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 18:07,14406,33.8,1/13/2014,2014-01-13 18,14072.8,1.53,
991,991,5000203,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 19:07,14170.8,33.8,1/13/2014,2014-01-13 19,14072.8,0.46,
992,992,5000209,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 20:07,14170.8,33.8,1/13/2014,2014-01-13 20,14072.8,0.46,
993,993,5000215,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 21:07,14200.2,33.8,1/13/2014,2014-01-13 21,14072.8,0.6,
994,994,5000221,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 22:07,14170.8,33.8,1/13/2014,2014-01-13 22,14072.8,0.46,
995,995,5000227,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/13/2014 23:07,14170.8,33.8,1/13/2014,2014-01-13 23,14072.8,0.46,
996,996,5000233,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 0:09,14170.8,33.8,1/14/2014,2014-01-14 00,14072.8,0.46,
997,997,5000238,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 1:00,14151.2,33.8,1/14/2014,2014-01-14 01,14072.8,0.37,
998,998,5000244,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 2:02,14190.4,33.8,1/14/2014,2014-01-14 02,14072.8,0.56,
999,999,5000250,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 3:04,14190.4,33.8,1/14/2014,2014-01-14 03,14072.8,0.56,
1000,1000,5000256,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 4:06,14180.6,33.8,1/14/2014,2014-01-14 04,14072.8,0.51,
1001,1001,5000262,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 5:08,14170.8,33.8,1/14/2014,2014-01-14 05,14072.8,0.46,
1002,1002,5000267,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 6:00,14151.2,33.8,1/14/2014,2014-01-14 06,14072.8,0.37,
1003,1003,5000273,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 7:02,14151.2,33.8,1/14/2014,2014-01-14 07,14072.8,0.37,
1004,1004,5000279,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 8:04,14170.8,33.8,1/14/2014,2014-01-14 08,14072.8,0.46,
1005,1005,5010126,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 9:06,14259,33.8,1/14/2014,2014-01-14 09,14072.8,0.87,
1006,1006,5010132,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 10:09,14376.6,33.8,1/14/2014,2014-01-14 10,14072.8,1.4,
1007,1007,5010138,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 11:09,14425.6,33.8,1/14/2014,2014-01-14 11,14072.8,1.62,
1008,1008,5010143,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 12:00,14337.4,33.8,1/14/2014,2014-01-14 12,14072.8,1.23,
1009,1009,5010149,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 13:01,14533.4,33.8,1/14/2014,2014-01-14 13,14072.8,2.08,
1010,1010,5010155,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 14:02,14690.2,33.8,1/14/2014,2014-01-14 14,14072.8,2.74,
1011,1011,5010161,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 15:02,14660.8,33.8,1/14/2014,2014-01-14 15,14072.8,2.62,
1012,1012,5010167,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 16:03,14641.2,33.8,1/14/2014,2014-01-14 16,14072.8,2.54,
1013,1013,5010173,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 17:05,14543.2,33.8,1/14/2014,2014-01-14 17,14072.8,2.13,
1014,1014,5010179,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 18:05,14376.6,33.8,1/14/2014,2014-01-14 18,14072.8,1.4,
1015,1015,5010185,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 19:05,14200.2,33.8,1/14/2014,2014-01-14 19,14072.8,0.6,
1016,1016,5010191,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 20:06,14229.6,33.8,1/14/2014,2014-01-14 20,14072.8,0.74,
1017,1017,5010197,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 21:08,14229.6,33.8,1/14/2014,2014-01-14 21,14072.8,0.74,
1018,1018,5010203,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 22:08,14229.6,33.8,1/14/2014,2014-01-14 22,14072.8,0.74,
1019,1019,5010209,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/14/2014 23:08,14219.8,33.8,1/14/2014,2014-01-14 23,14072.8,0.69,
1020,1020,5010215,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 0:09,14210,33.8,1/15/2014,2014-01-15 00,14072.8,0.65,
1021,1021,5010220,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 1:00,14219.8,33.8,1/15/2014,2014-01-15 01,14072.8,0.69,
1022,1022,5010226,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 2:00,14219.8,33.8,1/15/2014,2014-01-15 02,14072.8,0.69,
1023,1023,5010232,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 3:02,14229.6,33.8,1/15/2014,2014-01-15 03,14072.8,0.74,
1024,1024,5010238,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 4:02,14200.2,33.8,1/15/2014,2014-01-15 04,14072.8,0.6,
1025,1025,5010244,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 5:04,14170.8,33.8,1/15/2014,2014-01-15 05,14072.8,0.46,
1026,1026,5010250,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 6:06,14210,33.8,1/15/2014,2014-01-15 06,14072.8,0.65,
1027,1027,5010256,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 7:08,14190.4,33.8,1/15/2014,2014-01-15 07,14072.8,0.56,
1028,1028,5010261,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 8:00,14180.6,33.8,1/15/2014,2014-01-15 08,14072.8,0.51,
1029,1029,5010267,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 9:01,14317.8,33.8,1/15/2014,2014-01-15 09,14072.8,1.14,
1030,1030,5010273,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 10:01,14327.6,33.8,1/15/2014,2014-01-15 10,14072.8,1.18,
1031,1031,5010278,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 11:03,14376.6,33.8,1/15/2014,2014-01-15 11,14072.8,1.4,
1032,1032,5010284,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 12:03,14376.6,33.8,1/15/2014,2014-01-15 12,14072.8,1.4,
1033,1033,5010290,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 13:04,14543.2,33.8,1/15/2014,2014-01-15 13,14072.8,2.13,
1034,1034,5000455,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 14:04,14700,33.8,1/15/2014,2014-01-15 14,14072.8,2.78,
1035,1035,5000461,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 15:06,14729.4,33.8,1/15/2014,2014-01-15 15,14072.8,2.9,
1036,1036,5000467,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 16:06,14621.6,33.8,1/15/2014,2014-01-15 16,14072.8,2.46,
1037,1037,5000473,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 17:07,14543.2,33.8,1/15/2014,2014-01-15 17,14072.8,2.13,
1038,1038,5010320,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 18:07,14435.4,33.8,1/15/2014,2014-01-15 18,14072.8,1.66,
1039,1039,5010326,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 19:09,14259,33.8,1/15/2014,2014-01-15 19,14072.8,0.87,
1040,1040,5010331,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 20:00,14298.2,33.8,1/15/2014,2014-01-15 20,14072.8,1.05,
1041,1041,5010337,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 21:00,14288.4,33.8,1/15/2014,2014-01-15 21,14072.8,1.01,
1042,1042,5010343,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 22:00,14268.8,33.8,1/15/2014,2014-01-15 22,14072.8,0.92,
1043,1043,5010349,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/15/2014 23:01,14268.8,33.8,1/15/2014,2014-01-15 23,14072.8,0.92,
1044,1044,5010355,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 0:09,14259,33.8,1/16/2014,2014-01-16 00,14072.8,0.87,
1045,1045,5010360,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 1:00,14298.2,33.8,1/16/2014,2014-01-16 01,14072.8,1.05,
1046,1046,5010366,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 2:00,14210,33.8,1/16/2014,2014-01-16 02,14072.8,0.65,
1047,1047,5010372,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 3:02,14288.4,33.8,1/16/2014,2014-01-16 03,14072.8,1.01,
1048,1048,5010378,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 4:02,14259,33.8,1/16/2014,2014-01-16 04,14072.8,0.87,
1049,1049,5010384,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 5:03,14239.4,33.8,1/16/2014,2014-01-16 05,14072.8,0.78,
1050,1050,5010390,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 6:04,14229.6,33.8,1/16/2014,2014-01-16 06,14072.8,0.74,
1051,1051,5010396,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 7:04,14229.6,33.8,1/16/2014,2014-01-16 07,14072.8,0.74,
1052,1052,5010402,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 9:04,14357,33.8,1/16/2014,2014-01-16 09,14151.2,0.96,
1053,1053,5020248,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/16/2014 11:05,14494.2,33.8,1/16/2014,2014-01-16 11,14151.2,1.57,
