row_num,ACQUISITION_TIME,ACQUISITION_DAY,ACQUISITION_HOUR,b
2775,11/30/2014 8:05,11/30/2014,2014-11-30 08,0.09
2776,11/30/2014 9:06,11/30/2014,2014-11-30 09,0.91
2777,11/30/2014 10:07,11/30/2014,2014-11-30 10,1.26
2778,11/30/2014 11:07,11/30/2014,2014-11-30 11,1.3
2779,11/30/2014 12:08,11/30/2014,2014-11-30 12,1.17
2780,11/30/2014 13:09,11/30/2014,2014-11-30 13,1.52
2781,11/30/2014 14:00,11/30/2014,2014-11-30 14,0.55
2782,11/30/2014 15:00,11/30/2014,2014-11-30 15,0.73
2783,11/30/2014 16:01,11/30/2014,2014-11-30 16,1.98
2784,11/30/2014 17:02,11/30/2014,2014-11-30 17,1.39
2785,11/30/2014 18:03,11/30/2014,2014-11-30 18,0.51
2786,11/30/2014 19:03,11/30/2014,2014-11-30 19,0.14
2787,11/30/2014 20:04,11/30/2014,2014-11-30 20,0.14
2788,11/30/2014 21:05,11/30/2014,2014-11-30 21,0.14
2789,11/30/2014 22:06,11/30/2014,2014-11-30 22,0.14
2790,11/30/2014 23:06,11/30/2014,2014-11-30 23,0.09
2791,12/1/2014 0:07,12/1/2014,2014-12-01 00,0.05
2792,12/1/2014 1:10,12/1/2014,2014-12-01 01,0.05
2793,12/1/2014 2:01,12/1/2014,2014-12-01 02,0.09
2794,12/1/2014 3:01,12/1/2014,2014-12-01 03,0.14
2795,12/1/2014 4:02,12/1/2014,2014-12-01 04,0.05
2796,12/1/2014 5:02,12/1/2014,2014-12-01 05,0
2797,12/1/2014 6:04,12/1/2014,2014-12-01 06,0.19
2798,12/1/2014 7:04,12/1/2014,2014-12-01 07,0.09
2799,12/1/2014 8:05,12/1/2014,2014-12-01 08,0.32
2800,12/1/2014 9:05,12/1/2014,2014-12-01 09,0.23
2801,12/1/2014 10:07,12/1/2014,2014-12-01 10,0.32
2802,12/1/2014 11:07,12/1/2014,2014-12-01 11,0.42
2803,12/1/2014 12:08,12/1/2014,2014-12-01 12,0.46
2804,12/1/2014 13:08,12/1/2014,2014-12-01 13,0.64
2805,12/1/2014 14:10,12/1/2014,2014-12-01 14,1.39
2806,12/1/2014 15:10,12/1/2014,2014-12-01 15,1.48
2807,12/1/2014 16:01,12/1/2014,2014-12-01 16,1.3
2808,12/1/2014 17:02,12/1/2014,2014-12-01 17,1.17
2809,12/1/2014 18:02,12/1/2014,2014-12-01 18,0.69
2810,12/1/2014 19:03,12/1/2014,2014-12-01 19,0.23
2811,12/1/2014 20:05,12/1/2014,2014-12-01 20,0.32
2812,12/1/2014 21:05,12/1/2014,2014-12-01 21,0.28
2813,12/1/2014 22:07,12/1/2014,2014-12-01 22,0.32
2814,12/1/2014 23:07,12/1/2014,2014-12-01 23,0.42
2815,12/2/2014 0:08,12/2/2014,2014-12-02 00,0.32
2816,12/2/2014 1:08,12/2/2014,2014-12-02 01,0.28
2817,12/2/2014 2:10,12/2/2014,2014-12-02 02,0.23
2818,12/2/2014 3:00,12/2/2014,2014-12-02 03,0.28
2819,12/2/2014 4:01,12/2/2014,2014-12-02 04,0.28
2820,12/2/2014 5:02,12/2/2014,2014-12-02 05,0.32
2821,12/2/2014 6:02,12/2/2014,2014-12-02 06,0.23
2822,12/2/2014 7:03,12/2/2014,2014-12-02 07,0.19
2823,12/2/2014 8:04,12/2/2014,2014-12-02 08,0.28
2824,12/2/2014 9:05,12/2/2014,2014-12-02 09,0.64
2825,12/2/2014 10:05,12/2/2014,2014-12-02 10,0.69
2826,12/2/2014 11:06,12/2/2014,2014-12-02 11,0.55
2827,12/2/2014 12:07,12/2/2014,2014-12-02 12,0.51
2828,12/2/2014 13:08,12/2/2014,2014-12-02 13,0.46
2829,12/2/2014 14:00,12/2/2014,2014-12-02 14,0.37
2830,12/2/2014 15:00,12/2/2014,2014-12-02 15,0.55
2831,12/2/2014 16:01,12/2/2014,2014-12-02 16,1.13
2832,12/2/2014 17:01,12/2/2014,2014-12-02 17,0.69
2833,12/2/2014 18:02,12/2/2014,2014-12-02 18,0.6
2834,12/2/2014 19:03,12/2/2014,2014-12-02 19,0.19
2835,12/2/2014 20:04,12/2/2014,2014-12-02 20,0.19
2836,12/2/2014 21:04,12/2/2014,2014-12-02 21,0.19
2837,12/2/2014 22:05,12/2/2014,2014-12-02 22,0.19
2838,12/2/2014 23:06,12/2/2014,2014-12-02 23,0.32
2839,12/3/2014 0:07,12/3/2014,2014-12-03 00,0.51
2840,12/3/2014 1:07,12/3/2014,2014-12-03 01,0.19
2841,12/3/2014 2:08,12/3/2014,2014-12-03 02,0.28
2842,12/3/2014 3:09,12/3/2014,2014-12-03 03,0.23
2843,12/3/2014 4:00,12/3/2014,2014-12-03 04,0.14
2844,12/3/2014 5:00,12/3/2014,2014-12-03 05,0.19
2845,12/3/2014 6:01,12/3/2014,2014-12-03 06,0.14
2846,12/3/2014 7:02,12/3/2014,2014-12-03 07,0.09
2847,12/3/2014 8:03,12/3/2014,2014-12-03 08,0.14
2848,12/3/2014 9:05,12/3/2014,2014-12-03 09,0.32
2849,12/3/2014 10:06,12/3/2014,2014-12-03 10,0.37
2850,12/3/2014 11:06,12/3/2014,2014-12-03 11,0.42
2851,12/3/2014 12:07,12/3/2014,2014-12-03 12,0.28
2852,12/3/2014 13:08,12/3/2014,2014-12-03 13,0.32
2853,12/3/2014 14:09,12/3/2014,2014-12-03 14,0.32
2854,12/3/2014 15:00,12/3/2014,2014-12-03 15,0.19
2855,12/3/2014 16:00,12/3/2014,2014-12-03 16,0.28
2856,12/3/2014 17:01,12/3/2014,2014-12-03 17,0.19
2857,12/3/2014 18:01,12/3/2014,2014-12-03 18,0.09
2858,12/3/2014 19:02,12/3/2014,2014-12-03 19,0.09
2859,12/3/2014 20:02,12/3/2014,2014-12-03 20,0.28
2860,12/3/2014 21:03,12/3/2014,2014-12-03 21,0.6
2861,12/3/2014 22:05,12/3/2014,2014-12-03 22,0.64
2862,12/3/2014 23:07,12/3/2014,2014-12-03 23,0.64
2863,12/4/2014 0:09,12/4/2014,2014-12-04 00,1
2864,12/4/2014 1:11,12/4/2014,2014-12-04 01,1.22
2865,12/4/2014 2:03,12/4/2014,2014-12-04 02,1.48
2866,12/4/2014 3:05,12/4/2014,2014-12-04 03,1.82
2867,12/4/2014 4:00,12/4/2014,2014-12-04 04,1.94
2868,12/4/2014 5:00,12/4/2014,2014-12-04 05,2.23
2869,12/4/2014 6:00,12/4/2014,2014-12-04 06,2.4
2870,12/4/2014 7:00,12/4/2014,2014-12-04 07,2.48
2871,12/4/2014 8:02,12/4/2014,2014-12-04 08,2.52
2872,12/4/2014 9:04,12/4/2014,2014-12-04 09,2.68
2873,12/4/2014 10:04,12/4/2014,2014-12-04 10,2.68
2874,12/4/2014 11:05,12/4/2014,2014-12-04 11,2.23
2875,12/4/2014 12:06,12/4/2014,2014-12-04 12,0.78
2876,12/4/2014 13:07,12/4/2014,2014-12-04 13,0.82
2877,12/4/2014 14:07,12/4/2014,2014-12-04 14,0.64
2878,12/4/2014 15:08,12/4/2014,2014-12-04 15,0.82
2879,12/4/2014 16:09,12/4/2014,2014-12-04 16,1.65
2880,12/4/2014 17:00,12/4/2014,2014-12-04 17,1.22
2881,12/4/2014 18:00,12/4/2014,2014-12-04 18,0.41
2882,12/4/2014 19:01,12/4/2014,2014-12-04 19,0.05
2883,12/4/2014 20:02,12/4/2014,2014-12-04 20,0.28
2884,12/4/2014 21:03,12/4/2014,2014-12-04 21,0.46
2885,12/4/2014 22:03,12/4/2014,2014-12-04 22,0.14
2886,12/4/2014 23:05,12/4/2014,2014-12-04 23,0.32
2887,12/5/2014 0:05,12/5/2014,2014-12-05 00,0.14
2888,12/5/2014 1:06,12/5/2014,2014-12-05 01,0.19
2889,12/5/2014 2:07,12/5/2014,2014-12-05 02,0.28
2890,12/5/2014 3:08,12/5/2014,2014-12-05 03,0.09
2891,12/5/2014 4:08,12/5/2014,2014-12-05 04,0
2892,12/5/2014 5:09,12/5/2014,2014-12-05 05,0.19
2893,12/5/2014 6:00,12/5/2014,2014-12-05 06,0.14
2894,12/5/2014 7:01,12/5/2014,2014-12-05 07,0.09
2895,12/5/2014 8:01,12/5/2014,2014-12-05 08,0.09
2896,12/5/2014 9:02,12/5/2014,2014-12-05 09,0.19
2897,12/5/2014 10:03,12/5/2014,2014-12-05 10,0.23
2898,12/5/2014 11:04,12/5/2014,2014-12-05 11,0.64
2899,12/5/2014 12:04,12/5/2014,2014-12-05 12,1.35
2900,12/5/2014 13:05,12/5/2014,2014-12-05 13,1.35
2901,12/5/2014 14:06,12/5/2014,2014-12-05 14,2.15
2902,12/5/2014 15:07,12/5/2014,2014-12-05 15,2.4
2903,12/5/2014 16:07,12/5/2014,2014-12-05 16,1.69
2904,12/5/2014 17:00,12/5/2014,2014-12-05 17,1.39
2905,12/5/2014 18:00,12/5/2014,2014-12-05 18,0.6
2906,12/5/2014 19:01,12/5/2014,2014-12-05 19,0.28
2907,12/5/2014 20:03,12/5/2014,2014-12-05 20,0.37
2908,12/5/2014 21:03,12/5/2014,2014-12-05 21,0.32
2909,12/5/2014 22:03,12/5/2014,2014-12-05 22,0.37
2910,12/5/2014 23:05,12/5/2014,2014-12-05 23,0.37
2911,12/6/2014 0:06,12/6/2014,2014-12-06 00,0.42
2912,12/6/2014 1:06,12/6/2014,2014-12-06 01,0.37
2913,12/6/2014 2:06,12/6/2014,2014-12-06 02,0.37
2914,12/6/2014 3:08,12/6/2014,2014-12-06 03,0.28
2915,12/6/2014 4:09,12/6/2014,2014-12-06 04,0.42
2916,12/6/2014 5:09,12/6/2014,2014-12-06 05,0.32
2917,12/6/2014 6:00,12/6/2014,2014-12-06 06,0.28
2918,12/6/2014 7:00,12/6/2014,2014-12-06 07,0.32
2919,12/6/2014 8:01,12/6/2014,2014-12-06 08,0.28
2920,12/6/2014 9:02,12/6/2014,2014-12-06 09,0.91
2921,12/6/2014 10:03,12/6/2014,2014-12-06 10,1.26
2922,12/6/2014 11:03,12/6/2014,2014-12-06 11,1.35
2923,12/6/2014 12:06,12/6/2014,2014-12-06 12,1.43
2924,12/6/2014 13:06,12/6/2014,2014-12-06 13,2.23
2925,12/6/2014 14:07,12/6/2014,2014-12-06 14,2.44
2926,12/6/2014 15:08,12/6/2014,2014-12-06 15,2.44
2927,12/6/2014 16:08,12/6/2014,2014-12-06 16,1.86
2928,12/6/2014 17:09,12/6/2014,2014-12-06 17,1.6
2929,12/6/2014 18:00,12/6/2014,2014-12-06 18,1.22
2930,12/6/2014 19:01,12/6/2014,2014-12-06 19,0.37
2931,12/6/2014 20:01,12/6/2014,2014-12-06 20,0.46
2932,12/6/2014 21:02,12/6/2014,2014-12-06 21,0.46
2933,12/6/2014 22:03,12/6/2014,2014-12-06 22,0
2934,12/6/2014 23:04,12/6/2014,2014-12-06 23,0.09
2935,12/7/2014 0:04,12/7/2014,2014-12-07 00,0.28
2936,12/7/2014 1:05,12/7/2014,2014-12-07 01,0.82
2937,12/7/2014 2:07,12/7/2014,2014-12-07 02,1
2938,12/7/2014 3:09,12/7/2014,2014-12-07 03,1.39
2939,12/7/2014 4:00,12/7/2014,2014-12-07 04,1.65
2940,12/7/2014 5:00,12/7/2014,2014-12-07 05,2.07
2941,12/7/2014 6:01,12/7/2014,2014-12-07 06,2.11
2942,12/7/2014 7:01,12/7/2014,2014-12-07 07,2.15
2943,12/7/2014 8:02,12/7/2014,2014-12-07 08,2.15
2944,12/7/2014 9:03,12/7/2014,2014-12-07 09,2.32
2945,12/7/2014 10:04,12/7/2014,2014-12-07 10,2.4
2946,12/7/2014 11:04,12/7/2014,2014-12-07 11,2.27
2947,12/7/2014 12:04,12/7/2014,2014-12-07 12,2.44
2948,12/7/2014 13:04,12/7/2014,2014-12-07 13,2.19
2949,12/7/2014 14:05,12/7/2014,2014-12-07 14,2.36
2950,12/7/2014 15:07,12/7/2014,2014-12-07 15,2.36
2951,12/7/2014 16:09,12/7/2014,2014-12-07 16,2.36
2952,12/7/2014 17:01,12/7/2014,2014-12-07 17,2.27
2953,12/7/2014 18:03,12/7/2014,2014-12-07 18,2.07
2954,12/7/2014 19:05,12/7/2014,2014-12-07 19,2.07
2955,12/7/2014 20:07,12/7/2014,2014-12-07 20,2.07
2956,12/7/2014 21:09,12/7/2014,2014-12-07 21,2.07
2957,12/7/2014 22:01,12/7/2014,2014-12-07 22,2.07
2958,12/7/2014 23:03,12/7/2014,2014-12-07 23,2.07
2959,12/8/2014 0:05,12/8/2014,2014-12-08 00,2.07
2960,12/8/2014 1:16,12/8/2014,2014-12-08 01,2.11
2961,12/8/2014 2:08,12/8/2014,2014-12-08 02,2.23
2962,12/8/2014 3:10,12/8/2014,2014-12-08 03,2.32
2963,12/8/2014 4:01,12/8/2014,2014-12-08 04,2.4
2964,12/8/2014 5:03,12/8/2014,2014-12-08 05,2.4
2965,12/8/2014 6:04,12/8/2014,2014-12-08 06,2.44
2966,12/8/2014 7:04,12/8/2014,2014-12-08 07,2.4
2967,12/8/2014 8:05,12/8/2014,2014-12-08 08,2.36
2968,12/8/2014 9:05,12/8/2014,2014-12-08 09,2.36
2969,12/8/2014 10:04,12/8/2014,2014-12-08 10,2.27
2970,12/8/2014 11:04,12/8/2014,2014-12-08 11,0.64
2971,12/8/2014 12:05,12/8/2014,2014-12-08 12,0.69
2972,12/8/2014 13:07,12/8/2014,2014-12-08 13,0.73
2973,12/8/2014 14:07,12/8/2014,2014-12-08 14,0.78
2974,12/8/2014 15:07,12/8/2014,2014-12-08 15,0.69
2975,12/8/2014 16:09,12/8/2014,2014-12-08 16,0.32
2976,12/8/2014 17:10,12/8/2014,2014-12-08 17,0.28
2977,12/8/2014 18:00,12/8/2014,2014-12-08 18,0
2978,12/8/2014 19:01,12/8/2014,2014-12-08 19,0.14
2979,12/8/2014 20:01,12/8/2014,2014-12-08 20,0.14
2980,12/8/2014 21:01,12/8/2014,2014-12-08 21,0.23
2981,12/8/2014 22:02,12/8/2014,2014-12-08 22,0.28
2982,12/8/2014 23:04,12/8/2014,2014-12-08 23,0.19
2983,12/9/2014 0:04,12/9/2014,2014-12-09 00,0.09
2984,12/9/2014 1:04,12/9/2014,2014-12-09 01,0.23
2985,12/9/2014 2:05,12/9/2014,2014-12-09 02,0.19
2986,12/9/2014 3:07,12/9/2014,2014-12-09 03,0.19
2987,12/9/2014 4:07,12/9/2014,2014-12-09 04,0.19
2988,12/9/2014 5:07,12/9/2014,2014-12-09 05,0.19
2989,12/9/2014 6:08,12/9/2014,2014-12-09 06,0.19
2990,12/9/2014 7:10,12/9/2014,2014-12-09 07,0.19
2991,12/9/2014 8:00,12/9/2014,2014-12-09 08,0
2992,12/9/2014 9:01,12/9/2014,2014-12-09 09,0.64
2993,12/9/2014 10:01,12/9/2014,2014-12-09 10,0.55
2994,12/9/2014 11:02,12/9/2014,2014-12-09 11,0.86
2995,12/9/2014 12:03,12/9/2014,2014-12-09 12,1.22
2996,12/9/2014 13:04,12/9/2014,2014-12-09 13,1.98
2997,12/9/2014 14:04,12/9/2014,2014-12-09 14,2.36
2998,12/9/2014 15:07,12/9/2014,2014-12-09 15,2.27
2999,12/9/2014 16:07,12/9/2014,2014-12-09 16,1.94
3000,12/9/2014 17:08,12/9/2014,2014-12-09 17,1.43
3001,12/9/2014 18:09,12/9/2014,2014-12-09 18,0.69
3002,12/9/2014 19:00,12/9/2014,2014-12-09 19,0.37
3003,12/9/2014 20:00,12/9/2014,2014-12-09 20,0.42
3004,12/9/2014 21:01,12/9/2014,2014-12-09 21,0.55
3005,12/9/2014 22:02,12/9/2014,2014-12-09 22,0.6
3006,12/9/2014 23:03,12/9/2014,2014-12-09 23,0.46
3007,12/10/2014 0:03,12/10/2014,2014-12-10 00,0.42
3008,12/10/2014 1:04,12/10/2014,2014-12-10 01,0.23
3009,12/10/2014 2:05,12/10/2014,2014-12-10 02,0.05
3010,12/10/2014 3:06,12/10/2014,2014-12-10 03,0
3011,12/10/2014 4:06,12/10/2014,2014-12-10 04,0
3012,12/10/2014 5:06,12/10/2014,2014-12-10 05,0.09
3013,12/10/2014 6:08,12/10/2014,2014-12-10 06,0.19
3014,12/10/2014 7:00,12/10/2014,2014-12-10 07,0.42
3015,12/10/2014 8:02,12/10/2014,2014-12-10 08,0.82
3016,12/10/2014 9:04,12/10/2014,2014-12-10 09,1.35
3017,12/10/2014 10:03,12/10/2014,2014-12-10 10,1.52
3018,12/10/2014 11:03,12/10/2014,2014-12-10 11,1.74
3019,12/10/2014 13:22,12/10/2014,2014-12-10 13,2.16
3020,12/10/2014 14:13,12/10/2014,2014-12-10 14,2.28
3021,12/10/2014 15:15,12/10/2014,2014-12-10 15,2.28
3022,12/10/2014 16:04,12/10/2014,2014-12-10 16,1.65
3023,12/10/2014 17:06,12/10/2014,2014-12-10 17,1.48
3024,12/10/2014 18:06,12/10/2014,2014-12-10 18,0.55
3025,12/10/2014 19:07,12/10/2014,2014-12-10 19,0.46
3026,12/10/2014 20:08,12/10/2014,2014-12-10 20,0.28
3027,12/10/2014 21:09,12/10/2014,2014-12-10 21,0.42
3028,12/10/2014 22:00,12/10/2014,2014-12-10 22,0.37
3029,12/10/2014 23:00,12/10/2014,2014-12-10 23,0.28
3030,12/11/2014 0:00,12/11/2014,2014-12-11 00,0.51
3031,12/11/2014 1:01,12/11/2014,2014-12-11 01,0.14
3032,12/11/2014 2:03,12/11/2014,2014-12-11 02,0.28
3033,12/11/2014 3:03,12/11/2014,2014-12-11 03,0.19
3034,12/11/2014 4:03,12/11/2014,2014-12-11 04,0.14
3035,12/11/2014 5:09,12/11/2014,2014-12-11 05,0
3036,12/11/2014 6:00,12/11/2014,2014-12-11 06,0
3037,12/11/2014 7:02,12/11/2014,2014-12-11 07,0.19
3038,12/11/2014 8:15,12/11/2014,2014-12-11 08,0
3039,12/11/2014 9:06,12/11/2014,2014-12-11 09,0.33
3040,12/11/2014 10:07,12/11/2014,2014-12-11 10,0.78
3041,12/11/2014 11:08,12/11/2014,2014-12-11 11,0.96
3042,12/11/2014 12:08,12/11/2014,2014-12-11 12,1.57
3043,12/11/2014 13:08,12/11/2014,2014-12-11 13,2.33
3044,12/11/2014 14:10,12/11/2014,2014-12-11 14,2.69
3045,12/11/2014 15:11,12/11/2014,2014-12-11 15,2.37
3046,12/11/2014 16:01,12/11/2014,2014-12-11 16,1.95
3047,12/11/2014 17:02,12/11/2014,2014-12-11 17,1.53
3048,12/11/2014 18:02,12/11/2014,2014-12-11 18,0.73
3049,12/11/2014 19:04,12/11/2014,2014-12-11 19,0.28
3050,12/11/2014 20:04,12/11/2014,2014-12-11 20,0.6
3051,12/11/2014 21:05,12/11/2014,2014-12-11 21,0.51
3052,12/11/2014 22:05,12/11/2014,2014-12-11 22,0.6
3053,12/11/2014 23:02,12/11/2014,2014-12-11 23,0.42
3054,12/12/2014 0:03,12/12/2014,2014-12-12 00,0.23
3055,12/12/2014 1:03,12/12/2014,2014-12-12 01,0
3056,12/12/2014 2:03,12/12/2014,2014-12-12 02,0
3057,12/12/2014 3:03,12/12/2014,2014-12-12 03,0.19
3058,12/12/2014 4:04,12/12/2014,2014-12-12 04,0.46
3059,12/12/2014 5:05,12/12/2014,2014-12-12 05,0.42
3060,12/12/2014 6:06,12/12/2014,2014-12-12 06,0.87
3061,12/12/2014 7:06,12/12/2014,2014-12-12 07,1.01
3062,12/12/2014 8:07,12/12/2014,2014-12-12 08,1.27
3063,12/12/2014 9:08,12/12/2014,2014-12-12 09,1.49
3064,12/12/2014 10:09,12/12/2014,2014-12-12 10,1.66
3065,12/12/2014 11:09,12/12/2014,2014-12-12 11,1.66
3066,12/12/2014 12:09,12/12/2014,2014-12-12 12,2.04
3067,12/12/2014 13:09,12/12/2014,2014-12-12 13,2.74
3068,12/12/2014 14:10,12/12/2014,2014-12-12 14,2.86
3069,12/12/2014 15:09,12/12/2014,2014-12-12 15,2.78
3070,12/12/2014 16:00,12/12/2014,2014-12-12 16,2.13
3071,12/12/2014 17:00,12/12/2014,2014-12-12 17,1.7
3072,12/12/2014 18:08,12/12/2014,2014-12-12 18,0.46
3073,12/12/2014 19:08,12/12/2014,2014-12-12 19,0.14
3074,12/12/2014 20:08,12/12/2014,2014-12-12 20,0.37
3075,12/12/2014 21:10,12/12/2014,2014-12-12 21,0.33
3076,12/12/2014 22:10,12/12/2014,2014-12-12 22,0.37
3077,12/12/2014 23:01,12/12/2014,2014-12-12 23,0.28
3078,12/13/2014 0:03,12/13/2014,2014-12-13 00,0.28
3079,12/13/2014 1:05,12/13/2014,2014-12-13 01,0.14
3080,12/13/2014 2:07,12/13/2014,2014-12-13 02,0.23
3081,12/13/2014 3:09,12/13/2014,2014-12-13 03,0.37
3082,12/13/2014 4:01,12/13/2014,2014-12-13 04,0.37
3083,12/13/2014 5:03,12/13/2014,2014-12-13 05,0.37
3084,12/13/2014 6:05,12/13/2014,2014-12-13 06,0.37
3085,12/13/2014 7:07,12/13/2014,2014-12-13 07,0.37
3086,12/13/2014 8:09,12/13/2014,2014-12-13 08,0.37
3087,12/13/2014 9:00,12/13/2014,2014-12-13 09,1.01
3088,12/13/2014 10:00,12/13/2014,2014-12-13 10,1.14
3089,12/13/2014 11:00,12/13/2014,2014-12-13 11,1.14
3090,12/13/2014 12:02,12/13/2014,2014-12-13 12,1.23
3091,12/13/2014 13:02,12/13/2014,2014-12-13 13,1.7
3092,12/13/2014 14:03,12/13/2014,2014-12-13 14,2.62
3093,12/13/2014 15:14,12/13/2014,2014-12-13 15,2.82
3094,12/13/2014 16:05,12/13/2014,2014-12-13 16,2.29
3095,12/13/2014 17:05,12/13/2014,2014-12-13 17,2.17
3096,12/13/2014 18:16,12/13/2014,2014-12-13 18,1.23
3097,12/13/2014 19:06,12/13/2014,2014-12-13 19,0.87
3098,12/13/2014 20:08,12/13/2014,2014-12-13 20,0.92
3099,12/13/2014 21:08,12/13/2014,2014-12-13 21,1.01
3100,12/13/2014 22:09,12/13/2014,2014-12-13 22,0.92
3101,12/13/2014 23:09,12/13/2014,2014-12-13 23,0.92
3102,12/14/2014 0:00,12/14/2014,2014-12-14 00,0.96
3103,12/14/2014 1:01,12/14/2014,2014-12-14 01,0.74
3104,12/14/2014 2:02,12/14/2014,2014-12-14 02,0.83
3105,12/14/2014 3:02,12/14/2014,2014-12-14 03,0.83
3106,12/14/2014 4:03,12/14/2014,2014-12-14 04,0.74
3107,12/14/2014 5:05,12/14/2014,2014-12-14 05,0.92
3108,12/14/2014 6:05,12/14/2014,2014-12-14 06,0.78
3109,12/14/2014 7:05,12/14/2014,2014-12-14 07,1.01
3110,12/14/2014 8:08,12/14/2014,2014-12-14 08,1.01
3111,12/14/2014 9:09,12/14/2014,2014-12-14 09,1.4
3112,12/14/2014 10:10,12/14/2014,2014-12-14 10,1.14
3113,12/14/2014 11:00,12/14/2014,2014-12-14 11,1.66
3114,12/14/2014 12:01,12/14/2014,2014-12-14 12,2.21
3115,12/14/2014 13:02,12/14/2014,2014-12-14 13,2.29
3116,12/14/2014 14:02,12/14/2014,2014-12-14 14,2.7
3117,12/14/2014 15:03,12/14/2014,2014-12-14 15,2.7
3118,12/14/2014 16:04,12/14/2014,2014-12-14 16,2.38
3119,12/14/2014 17:05,12/14/2014,2014-12-14 17,2.17
3120,12/14/2014 18:05,12/14/2014,2014-12-14 18,1.49
3121,12/14/2014 19:16,12/14/2014,2014-12-14 19,1.09
3122,12/14/2014 20:07,12/14/2014,2014-12-14 20,1.05
3123,12/14/2014 21:08,12/14/2014,2014-12-14 21,1.23
3124,12/14/2014 22:09,12/14/2014,2014-12-14 22,0.96
3125,12/14/2014 23:19,12/14/2014,2014-12-14 23,1.14
3126,12/15/2014 0:00,12/15/2014,2014-12-15 00,0.78
3127,12/15/2014 1:01,12/15/2014,2014-12-15 01,0.87
3128,12/15/2014 2:04,12/15/2014,2014-12-15 02,1.18
3129,12/15/2014 3:04,12/15/2014,2014-12-15 03,1.22
3130,12/15/2014 4:05,12/15/2014,2014-12-15 04,1.18
3131,12/15/2014 5:06,12/15/2014,2014-12-15 05,1.05
3132,12/15/2014 6:07,12/15/2014,2014-12-15 06,0.87
3133,12/15/2014 7:07,12/15/2014,2014-12-15 07,0.69
3134,12/15/2014 8:08,12/15/2014,2014-12-15 08,0.65
3135,12/15/2014 9:09,12/15/2014,2014-12-15 09,1.31
3136,12/15/2014 10:10,12/15/2014,2014-12-15 10,1.18
3137,12/15/2014 11:00,12/15/2014,2014-12-15 11,1.4
3138,12/15/2014 12:01,12/15/2014,2014-12-15 12,1.66
3139,12/15/2014 13:02,12/15/2014,2014-12-15 13,2.37
3140,12/15/2014 14:02,12/15/2014,2014-12-15 14,2.98
3141,12/15/2014 15:04,12/15/2014,2014-12-15 15,3.06
3142,12/15/2014 16:04,12/15/2014,2014-12-15 16,2.08
3143,12/15/2014 17:05,12/15/2014,2014-12-15 17,1.91
3144,12/15/2014 18:05,12/15/2014,2014-12-15 18,1.05
3145,12/15/2014 19:16,12/15/2014,2014-12-15 19,0.55
3146,12/15/2014 20:07,12/15/2014,2014-12-15 20,0.6
3147,12/15/2014 21:00,12/15/2014,2014-12-15 21,0.78
3148,12/15/2014 22:00,12/15/2014,2014-12-15 22,0.05
3149,12/15/2014 23:00,12/15/2014,2014-12-15 23,0.19
3150,12/16/2014 0:00,12/16/2014,2014-12-16 00,0.28
3151,12/16/2014 1:00,12/16/2014,2014-12-16 01,0.74
3152,12/16/2014 2:00,12/16/2014,2014-12-16 02,0.82
3153,12/16/2014 3:00,12/16/2014,2014-12-16 03,1.27
3154,12/16/2014 4:00,12/16/2014,2014-12-16 04,1.57
3155,12/16/2014 5:00,12/16/2014,2014-12-16 05,1.87
3156,12/16/2014 6:00,12/16/2014,2014-12-16 06,2.12
3157,12/16/2014 7:01,12/16/2014,2014-12-16 07,2.53
3158,12/16/2014 8:01,12/16/2014,2014-12-16 08,2.82
3159,12/16/2014 9:02,12/16/2014,2014-12-16 09,3.41
3160,12/16/2014 10:13,12/16/2014,2014-12-16 10,3.72
3161,12/16/2014 11:04,12/16/2014,2014-12-16 11,3.99
3162,12/16/2014 12:04,12/16/2014,2014-12-16 12,4.18
3163,12/16/2014 13:04,12/16/2014,2014-12-16 13,4.4
3164,12/16/2014 14:14,12/16/2014,2014-12-16 14,4.59
3165,12/16/2014 15:05,12/16/2014,2014-12-16 15,4.62
3166,12/16/2014 16:03,12/16/2014,2014-12-16 16,4.81
3167,12/16/2014 17:04,12/16/2014,2014-12-16 17,4.95
3168,12/17/2014 10:17,12/17/2014,2014-12-17 10,8.04
3169,12/17/2014 11:08,12/17/2014,2014-12-17 11,8.17
3170,12/17/2014 12:08,12/17/2014,2014-12-17 12,8.07
3171,12/17/2014 13:08,12/17/2014,2014-12-17 13,8.01
3172,12/17/2014 14:00,12/17/2014,2014-12-17 14,8.1
3173,12/17/2014 15:00,12/17/2014,2014-12-17 15,6.56
3174,12/17/2014 16:09,12/17/2014,2014-12-17 16,5.06
3175,12/17/2014 17:10,12/17/2014,2014-12-17 17,4.37
3176,12/17/2014 18:10,12/17/2014,2014-12-17 18,3.33
3177,12/17/2014 19:09,12/17/2014,2014-12-17 19,2.12
3178,12/17/2014 20:09,12/17/2014,2014-12-17 20,2.08
3179,12/17/2014 21:10,12/17/2014,2014-12-17 21,1.95
3180,12/17/2014 22:10,12/17/2014,2014-12-17 22,2.04
3181,12/17/2014 23:09,12/17/2014,2014-12-17 23,1.95
3182,12/18/2014 0:09,12/18/2014,2014-12-18 00,2.08
3183,12/18/2014 1:01,12/18/2014,2014-12-18 01,2.08
3184,12/18/2014 2:03,12/18/2014,2014-12-18 02,1.95
3185,12/18/2014 3:05,12/18/2014,2014-12-18 03,1.95
