row_num,ACQUISITION_TIME,ACQUISITION_DAY,ACQUISITION_HOUR,b
418,12/20/2013 22:01,12/20/2013,2013-12-20 22,0.19
419,12/20/2013 23:00,12/20/2013,2013-12-20 23,0.19
420,12/21/2013 0:01,12/21/2013,2013-12-21 00,0.19
421,12/21/2013 1:02,12/21/2013,2013-12-21 01,0.23
422,12/21/2013 2:03,12/21/2013,2013-12-21 02,0.23
423,12/21/2013 3:04,12/21/2013,2013-12-21 03,0.23
424,12/21/2013 4:04,12/21/2013,2013-12-21 04,0.19
425,12/21/2013 5:09,12/21/2013,2013-12-21 05,0.23
426,12/21/2013 6:09,12/21/2013,2013-12-21 06,0.23
427,12/21/2013 7:00,12/21/2013,2013-12-21 07,0.33
428,12/21/2013 8:01,12/21/2013,2013-12-21 08,0.37
429,12/21/2013 9:01,12/21/2013,2013-12-21 09,0.56
430,12/21/2013 10:02,12/21/2013,2013-12-21 10,0.51
431,12/21/2013 11:03,12/21/2013,2013-12-21 11,0.69
432,12/21/2013 12:03,12/21/2013,2013-12-21 12,1.23
433,12/21/2013 13:03,12/21/2013,2013-12-21 13,1.79
434,12/21/2013 14:02,12/21/2013,2013-12-21 14,2.13
435,12/21/2013 15:03,12/21/2013,2013-12-21 15,2.38
436,12/21/2013 16:04,12/21/2013,2013-12-21 16,2.17
437,12/21/2013 17:05,12/21/2013,2013-12-21 17,1.62
438,12/21/2013 18:05,12/21/2013,2013-12-21 18,0.78
439,12/21/2013 19:06,12/21/2013,2013-12-21 19,0.09
440,12/21/2013 20:06,12/21/2013,2013-12-21 20,0.14
441,12/21/2013 21:05,12/21/2013,2013-12-21 21,0.23
442,12/21/2013 22:07,12/21/2013,2013-12-21 22,0.23
443,12/21/2013 23:10,12/21/2013,2013-12-21 23,0.19
444,12/22/2013 0:04,12/22/2013,2013-12-22 00,0.23
445,12/22/2013 1:06,12/22/2013,2013-12-22 01,0.33
446,12/22/2013 2:08,12/22/2013,2013-12-22 02,0.14
447,12/22/2013 3:09,12/22/2013,2013-12-22 03,0.65
448,12/22/2013 4:00,12/22/2013,2013-12-22 04,0.33
449,12/22/2013 5:02,12/22/2013,2013-12-22 05,0.37
450,12/22/2013 6:04,12/22/2013,2013-12-22 06,0.23
451,12/22/2013 7:06,12/22/2013,2013-12-22 07,0.19
452,12/22/2013 8:08,12/22/2013,2013-12-22 08,0.19
453,12/22/2013 9:00,12/22/2013,2013-12-22 09,0.37
454,12/22/2013 10:00,12/22/2013,2013-12-22 10,0.96
455,12/22/2013 11:00,12/22/2013,2013-12-22 11,0.87
456,12/22/2013 12:01,12/22/2013,2013-12-22 12,1.22
457,12/22/2013 13:01,12/22/2013,2013-12-22 13,1.87
458,12/22/2013 14:01,12/22/2013,2013-12-22 14,2.41
459,12/22/2013 15:02,12/22/2013,2013-12-22 15,2.37
460,12/22/2013 16:03,12/22/2013,2013-12-22 16,2.16
461,12/22/2013 17:04,12/22/2013,2013-12-22 17,1.57
462,12/22/2013 18:04,12/22/2013,2013-12-22 18,0.69
463,12/22/2013 19:08,12/22/2013,2013-12-22 19,0.37
464,12/22/2013 20:00,12/22/2013,2013-12-22 20,0.42
465,12/22/2013 21:02,12/22/2013,2013-12-22 21,0.46
466,12/22/2013 22:04,12/22/2013,2013-12-22 22,0.37
467,12/22/2013 23:06,12/22/2013,2013-12-22 23,0.33
468,12/23/2013 0:08,12/23/2013,2013-12-23 00,0.33
469,12/23/2013 1:10,12/23/2013,2013-12-23 01,0.14
470,12/23/2013 2:01,12/23/2013,2013-12-23 02,0.33
471,12/23/2013 3:03,12/23/2013,2013-12-23 03,0.19
472,12/23/2013 4:05,12/23/2013,2013-12-23 04,0.33
473,12/23/2013 5:07,12/23/2013,2013-12-23 05,0.28
474,12/23/2013 6:09,12/23/2013,2013-12-23 06,0.23
475,12/23/2013 7:01,12/23/2013,2013-12-23 07,0.23
476,12/23/2013 8:03,12/23/2013,2013-12-23 08,0.23
477,12/23/2013 9:05,12/23/2013,2013-12-23 09,0.23
478,12/23/2013 10:07,12/23/2013,2013-12-23 10,0.28
479,12/23/2013 11:09,12/23/2013,2013-12-23 11,0.33
480,12/23/2013 12:01,12/23/2013,2013-12-23 12,0.28
481,12/23/2013 13:13,12/23/2013,2013-12-23 13,0.46
482,12/23/2013 14:02,12/23/2013,2013-12-23 14,1
483,12/23/2013 15:04,12/23/2013,2013-12-23 15,0.87
484,12/23/2013 16:04,12/23/2013,2013-12-23 16,0.65
485,12/23/2013 17:05,12/23/2013,2013-12-23 17,0.46
486,12/23/2013 18:05,12/23/2013,2013-12-23 18,0.37
487,12/23/2013 19:08,12/23/2013,2013-12-23 19,0.28
488,12/23/2013 20:10,12/23/2013,2013-12-23 20,0.28
489,12/23/2013 21:01,12/23/2013,2013-12-23 21,0.23
490,12/23/2013 22:03,12/23/2013,2013-12-23 22,0.37
491,12/23/2013 23:05,12/23/2013,2013-12-23 23,0.46
492,12/24/2013 0:07,12/24/2013,2013-12-24 00,0.37
493,12/24/2013 1:09,12/24/2013,2013-12-24 01,0.19
494,12/24/2013 2:00,12/24/2013,2013-12-24 02,0.09
495,12/24/2013 3:00,12/24/2013,2013-12-24 03,0.19
496,12/24/2013 4:01,12/24/2013,2013-12-24 04,0.51
497,12/24/2013 5:01,12/24/2013,2013-12-24 05,0.37
498,12/24/2013 6:03,12/24/2013,2013-12-24 06,0.28
499,12/24/2013 7:05,12/24/2013,2013-12-24 07,0.33
500,12/24/2013 8:06,12/24/2013,2013-12-24 08,0.37
501,12/24/2013 9:08,12/24/2013,2013-12-24 09,0.42
502,12/24/2013 10:00,12/24/2013,2013-12-24 10,0.46
503,12/24/2013 11:02,12/24/2013,2013-12-24 11,0.42
504,12/24/2013 12:03,12/24/2013,2013-12-24 12,0.37
505,12/24/2013 13:04,12/24/2013,2013-12-24 13,0.74
506,12/24/2013 14:05,12/24/2013,2013-12-24 14,1.91
507,12/24/2013 15:06,12/24/2013,2013-12-24 15,0.74
508,12/24/2013 16:06,12/24/2013,2013-12-24 16,0.6
509,12/24/2013 17:07,12/24/2013,2013-12-24 17,0.42
510,12/24/2013 18:08,12/24/2013,2013-12-24 18,0.33
511,12/24/2013 19:08,12/24/2013,2013-12-24 19,0.28
512,12/24/2013 20:07,12/24/2013,2013-12-24 20,0.19
513,12/24/2013 21:08,12/24/2013,2013-12-24 21,0.37
514,12/24/2013 22:00,12/24/2013,2013-12-24 22,0.19
515,12/24/2013 23:02,12/24/2013,2013-12-24 23,0.28
516,12/25/2013 0:04,12/25/2013,2013-12-25 00,0.42
517,12/25/2013 1:06,12/25/2013,2013-12-25 01,0.14
518,12/25/2013 2:08,12/25/2013,2013-12-25 02,0.28
519,12/25/2013 3:01,12/25/2013,2013-12-25 03,0.23
520,12/25/2013 4:03,12/25/2013,2013-12-25 04,0.28
521,12/25/2013 5:05,12/25/2013,2013-12-25 05,0.19
522,12/25/2013 6:07,12/25/2013,2013-12-25 06,0.19
523,12/25/2013 7:09,12/25/2013,2013-12-25 07,0.28
524,12/25/2013 8:01,12/25/2013,2013-12-25 08,0.09
525,12/25/2013 9:03,12/25/2013,2013-12-25 09,0.23
526,12/25/2013 10:05,12/25/2013,2013-12-25 10,0.33
527,12/25/2013 11:05,12/25/2013,2013-12-25 11,0.91
528,12/25/2013 12:06,12/25/2013,2013-12-25 12,1.7
529,12/25/2013 13:06,12/25/2013,2013-12-25 13,1.95
530,12/25/2013 14:07,12/25/2013,2013-12-25 14,2.53
531,12/25/2013 15:08,12/25/2013,2013-12-25 15,0.74
532,12/25/2013 16:09,12/25/2013,2013-12-25 16,0.82
533,12/25/2013 17:10,12/25/2013,2013-12-25 17,0.64
534,12/25/2013 18:00,12/25/2013,2013-12-25 18,0.55
535,12/25/2013 19:11,12/25/2013,2013-12-25 19,0.46
536,12/25/2013 20:02,12/25/2013,2013-12-25 20,0.37
537,12/25/2013 21:02,12/25/2013,2013-12-25 21,0.42
538,12/25/2013 22:06,12/25/2013,2013-12-25 22,0.42
539,12/25/2013 23:07,12/25/2013,2013-12-25 23,0.33
540,12/26/2013 0:09,12/26/2013,2013-12-26 00,0.09
541,12/26/2013 1:00,12/26/2013,2013-12-26 01,0.28
542,12/26/2013 2:02,12/26/2013,2013-12-26 02,0.28
543,12/26/2013 3:02,12/26/2013,2013-12-26 03,0.64
544,12/26/2013 4:03,12/26/2013,2013-12-26 04,1.35
545,12/26/2013 5:03,12/26/2013,2013-12-26 05,1.91
546,12/26/2013 6:05,12/26/2013,2013-12-26 06,2.45
547,12/26/2013 7:05,12/26/2013,2013-12-26 07,3.06
548,12/26/2013 8:06,12/26/2013,2013-12-26 08,3.49
549,12/26/2013 9:06,12/26/2013,2013-12-26 09,3.87
550,12/26/2013 10:08,12/26/2013,2013-12-26 10,4.22
551,12/26/2013 11:08,12/26/2013,2013-12-26 11,4.29
552,12/26/2013 12:09,12/26/2013,2013-12-26 12,4.7
553,12/26/2013 13:00,12/26/2013,2013-12-26 13,4.88
554,12/26/2013 14:00,12/26/2013,2013-12-26 14,5.03
555,12/26/2013 15:00,12/26/2013,2013-12-26 15,5.31
556,12/26/2013 16:09,12/26/2013,2013-12-26 16,5.63
557,12/26/2013 17:00,12/26/2013,2013-12-26 17,5.98
558,12/26/2013 18:00,12/26/2013,2013-12-26 18,6.33
559,12/26/2013 19:01,12/26/2013,2013-12-26 19,6.67
560,12/26/2013 20:01,12/26/2013,2013-12-26 20,7.33
561,12/26/2013 21:02,12/26/2013,2013-12-26 21,7.75
562,12/26/2013 22:11,12/26/2013,2013-12-26 22,8.54
563,12/26/2013 23:01,12/26/2013,2013-12-26 23,8.82
564,12/27/2013 0:02,12/27/2013,2013-12-27 00,9.1
565,12/27/2013 1:04,12/27/2013,2013-12-27 01,9.73
566,12/27/2013 2:04,12/27/2013,2013-12-27 02,10.11
567,12/27/2013 3:04,12/27/2013,2013-12-27 03,10.57
568,12/27/2013 4:05,12/27/2013,2013-12-27 04,10.8
569,12/27/2013 5:07,12/27/2013,2013-12-27 05,11.03
570,12/27/2013 6:07,12/27/2013,2013-12-27 06,11.2
571,12/27/2013 7:07,12/27/2013,2013-12-27 07,11.28
572,12/27/2013 8:08,12/27/2013,2013-12-27 08,11.37
573,12/27/2013 9:09,12/27/2013,2013-12-27 09,11.37
574,12/27/2013 10:09,12/27/2013,2013-12-27 10,11.51
575,12/27/2013 11:03,12/27/2013,2013-12-27 11,11.42
576,12/27/2013 12:05,12/27/2013,2013-12-27 12,11.51
577,12/27/2013 13:07,12/27/2013,2013-12-27 13,7.68
578,12/27/2013 14:07,12/27/2013,2013-12-27 14,4.02
579,12/27/2013 15:08,12/27/2013,2013-12-27 15,1.48
580,12/27/2013 16:08,12/27/2013,2013-12-27 16,2.65
581,12/27/2013 17:09,12/27/2013,2013-12-27 17,1.4
582,12/27/2013 18:00,12/27/2013,2013-12-27 18,0.78
583,12/27/2013 19:00,12/27/2013,2013-12-27 19,0.28
584,12/27/2013 20:00,12/27/2013,2013-12-27 20,0.46
585,12/27/2013 21:00,12/27/2013,2013-12-27 21,0.37
586,12/27/2013 22:00,12/27/2013,2013-12-27 22,0.23
587,12/27/2013 23:02,12/27/2013,2013-12-27 23,0.33
588,12/28/2013 0:03,12/28/2013,2013-12-28 00,0.05
589,12/28/2013 1:03,12/28/2013,2013-12-28 01,0.33
590,12/28/2013 2:03,12/28/2013,2013-12-28 02,0.33
591,12/28/2013 3:03,12/28/2013,2013-12-28 03,0.46
592,12/28/2013 4:04,12/28/2013,2013-12-28 04,0.64
593,12/28/2013 5:03,12/28/2013,2013-12-28 05,0.69
594,12/28/2013 6:07,12/28/2013,2013-12-28 06,0.82
595,12/28/2013 7:08,12/28/2013,2013-12-28 07,0.96
596,12/28/2013 8:09,12/28/2013,2013-12-28 08,1.05
597,12/28/2013 9:10,12/28/2013,2013-12-28 09,1.13
598,12/28/2013 10:01,12/28/2013,2013-12-28 10,1.22
599,12/28/2013 11:01,12/28/2013,2013-12-28 11,1.27
600,12/28/2013 12:02,12/28/2013,2013-12-28 12,1.4
601,12/28/2013 13:03,12/28/2013,2013-12-28 13,1.44
602,12/28/2013 14:02,12/28/2013,2013-12-28 14,2.49
603,12/28/2013 15:02,12/28/2013,2013-12-28 15,2.24
604,12/28/2013 16:03,12/28/2013,2013-12-28 16,2.16
605,12/28/2013 17:04,12/28/2013,2013-12-28 17,1.61
606,12/28/2013 18:04,12/28/2013,2013-12-28 18,0.91
607,12/28/2013 19:04,12/28/2013,2013-12-28 19,0.42
608,12/28/2013 20:03,12/28/2013,2013-12-28 20,0.6
609,12/28/2013 21:03,12/28/2013,2013-12-28 21,0.42
610,12/28/2013 22:04,12/28/2013,2013-12-28 22,0.09
611,12/28/2013 23:04,12/28/2013,2013-12-28 23,0
612,12/29/2013 0:04,12/29/2013,2013-12-29 00,0.19
613,12/29/2013 1:02,12/29/2013,2013-12-29 01,0
614,12/29/2013 2:03,12/29/2013,2013-12-29 02,0.28
615,12/29/2013 3:04,12/29/2013,2013-12-29 03,0.23
616,12/29/2013 4:04,12/29/2013,2013-12-29 04,0.19
617,12/29/2013 5:05,12/29/2013,2013-12-29 05,0.28
618,12/29/2013 6:06,12/29/2013,2013-12-29 06,0.33
619,12/29/2013 7:06,12/29/2013,2013-12-29 07,0.51
620,12/29/2013 8:06,12/29/2013,2013-12-29 08,0.37
621,12/29/2013 9:08,12/29/2013,2013-12-29 09,1.01
622,12/29/2013 10:07,12/29/2013,2013-12-29 10,1.18
623,12/29/2013 11:07,12/29/2013,2013-12-29 11,0.87
624,12/29/2013 12:08,12/29/2013,2013-12-29 12,1.74
625,12/29/2013 13:10,12/29/2013,2013-12-29 13,2.5
626,12/29/2013 14:10,12/29/2013,2013-12-29 14,2.62
627,12/29/2013 15:01,12/29/2013,2013-12-29 15,2.5
628,12/29/2013 16:01,12/29/2013,2013-12-29 16,2.5
629,12/29/2013 17:02,12/29/2013,2013-12-29 17,2.08
630,12/29/2013 18:02,12/29/2013,2013-12-29 18,1.44
631,12/29/2013 19:07,12/29/2013,2013-12-29 19,0.6
632,12/29/2013 20:07,12/29/2013,2013-12-29 20,1.14
633,12/29/2013 21:08,12/29/2013,2013-12-29 21,0.83
634,12/29/2013 22:09,12/29/2013,2013-12-29 22,0.83
635,12/29/2013 23:10,12/29/2013,2013-12-29 23,0.87
636,12/30/2013 0:01,12/30/2013,2013-12-30 00,0.69
637,12/30/2013 1:01,12/30/2013,2013-12-30 01,0.69
638,12/30/2013 2:02,12/30/2013,2013-12-30 02,0.56
639,12/30/2013 3:02,12/30/2013,2013-12-30 03,0.42
640,12/30/2013 4:02,12/30/2013,2013-12-30 04,0.42
641,12/30/2013 5:02,12/30/2013,2013-12-30 05,0.33
642,12/30/2013 6:02,12/30/2013,2013-12-30 06,0.28
643,12/30/2013 7:02,12/30/2013,2013-12-30 07,0.14
644,12/30/2013 8:02,12/30/2013,2013-12-30 08,0
645,12/30/2013 9:03,12/30/2013,2013-12-30 09,0.74
646,12/30/2013 10:02,12/30/2013,2013-12-30 10,1.18
647,12/30/2013 11:02,12/30/2013,2013-12-30 11,1.09
648,12/30/2013 12:03,12/30/2013,2013-12-30 12,1.44
649,12/30/2013 13:05,12/30/2013,2013-12-30 13,2.29
650,12/30/2013 14:02,12/30/2013,2013-12-30 14,2.7
651,12/30/2013 15:02,12/30/2013,2013-12-30 15,2.66
652,12/30/2013 16:03,12/30/2013,2013-12-30 16,2.5
653,12/30/2013 17:04,12/30/2013,2013-12-30 17,2.25
654,12/30/2013 18:05,12/30/2013,2013-12-30 18,1.4
655,12/30/2013 19:05,12/30/2013,2013-12-30 19,0.69
656,12/30/2013 20:06,12/30/2013,2013-12-30 20,0.69
657,12/30/2013 21:07,12/30/2013,2013-12-30 21,0.69
658,12/30/2013 22:08,12/30/2013,2013-12-30 22,0.74
659,12/30/2013 23:08,12/30/2013,2013-12-30 23,0.74
660,12/31/2013 0:09,12/31/2013,2013-12-31 00,0.69
661,12/31/2013 1:00,12/31/2013,2013-12-31 01,0.65
662,12/31/2013 2:00,12/31/2013,2013-12-31 02,0.65
663,12/31/2013 3:01,12/31/2013,2013-12-31 03,0.65
664,12/31/2013 4:02,12/31/2013,2013-12-31 04,0.56
665,12/31/2013 5:03,12/31/2013,2013-12-31 05,0.56
666,12/31/2013 6:03,12/31/2013,2013-12-31 06,0.51
667,12/31/2013 7:03,12/31/2013,2013-12-31 07,0.42
668,12/31/2013 8:03,12/31/2013,2013-12-31 08,0.42
669,12/31/2013 9:07,12/31/2013,2013-12-31 09,1.18
670,12/31/2013 10:08,12/31/2013,2013-12-31 10,1.57
671,12/31/2013 11:08,12/31/2013,2013-12-31 11,1.57
672,12/31/2013 12:09,12/31/2013,2013-12-31 12,1.96
673,12/31/2013 13:00,12/31/2013,2013-12-31 13,2.5
674,12/31/2013 14:01,12/31/2013,2013-12-31 14,3.14
675,12/31/2013 15:01,12/31/2013,2013-12-31 15,3.38
676,12/31/2013 16:02,12/31/2013,2013-12-31 16,2.7
677,12/31/2013 17:03,12/31/2013,2013-12-31 17,2.25
678,12/31/2013 18:04,12/31/2013,2013-12-31 18,1.66
679,12/31/2013 19:04,12/31/2013,2013-12-31 19,0.92
680,12/31/2013 20:05,12/31/2013,2013-12-31 20,0.92
681,12/31/2013 21:06,12/31/2013,2013-12-31 21,0.87
682,12/31/2013 22:07,12/31/2013,2013-12-31 22,1.14
683,12/31/2013 23:07,12/31/2013,2013-12-31 23,0.87
684,1/1/2014 0:08,1/1/2014,2014-01-01 00,0.92
685,1/1/2014 1:09,1/1/2014,2014-01-01 01,0.92
686,1/1/2014 2:10,1/1/2014,2014-01-01 02,0.65
687,1/1/2014 3:01,1/1/2014,2014-01-01 03,1.05
688,1/1/2014 4:03,1/1/2014,2014-01-01 04,0.78
689,1/1/2014 5:04,1/1/2014,2014-01-01 05,0.74
690,1/1/2014 6:04,1/1/2014,2014-01-01 06,0.65
691,1/1/2014 7:04,1/1/2014,2014-01-01 07,1.14
692,1/1/2014 8:06,1/1/2014,2014-01-01 08,1.36
693,1/1/2014 9:07,1/1/2014,2014-01-01 09,1.27
694,1/1/2014 10:07,1/1/2014,2014-01-01 10,1.66
695,1/1/2014 11:08,1/1/2014,2014-01-01 11,1.57
696,1/1/2014 12:09,1/1/2014,2014-01-01 12,1.83
697,1/1/2014 13:00,1/1/2014,2014-01-01 13,2.9
698,1/1/2014 14:00,1/1/2014,2014-01-01 14,3.46
699,1/1/2014 15:01,1/1/2014,2014-01-01 15,3.14
700,1/1/2014 16:01,1/1/2014,2014-01-01 16,2.66
701,1/1/2014 17:03,1/1/2014,2014-01-01 17,2.58
702,1/1/2014 18:03,1/1/2014,2014-01-01 18,1.74
703,1/1/2014 19:04,1/1/2014,2014-01-01 19,1.05
704,1/1/2014 20:04,1/1/2014,2014-01-01 20,0.74
705,1/1/2014 21:06,1/1/2014,2014-01-01 21,1.27
706,1/1/2014 22:08,1/1/2014,2014-01-01 22,0.92
707,1/1/2014 23:08,1/1/2014,2014-01-01 23,0.78
708,1/2/2014 0:09,1/2/2014,2014-01-02 00,0.92
709,1/2/2014 1:00,1/2/2014,2014-01-02 01,1.14
710,1/2/2014 2:01,1/2/2014,2014-01-02 02,1.01
711,1/2/2014 3:02,1/2/2014,2014-01-02 03,1.18
712,1/2/2014 4:02,1/2/2014,2014-01-02 04,1.09
713,1/2/2014 5:03,1/2/2014,2014-01-02 05,1.01
714,1/2/2014 6:04,1/2/2014,2014-01-02 06,0.83
715,1/2/2014 7:05,1/2/2014,2014-01-02 07,0.83
716,1/2/2014 8:05,1/2/2014,2014-01-02 08,0.46
717,1/2/2014 9:06,1/2/2014,2014-01-02 09,0.78
718,1/2/2014 10:07,1/2/2014,2014-01-02 10,1.22
719,1/2/2014 11:08,1/2/2014,2014-01-02 11,1.26
720,1/2/2014 12:08,1/2/2014,2014-01-02 12,1.44
721,1/2/2014 13:09,1/2/2014,2014-01-02 13,2.77
722,1/2/2014 14:10,1/2/2014,2014-01-02 14,3.2
723,1/2/2014 15:01,1/2/2014,2014-01-02 15,2.52
724,1/2/2014 16:02,1/2/2014,2014-01-02 16,2.32
725,1/2/2014 17:04,1/2/2014,2014-01-02 17,1.73
726,1/2/2014 18:04,1/2/2014,2014-01-02 18,1.22
727,1/2/2014 19:05,1/2/2014,2014-01-02 19,0.6
728,1/2/2014 20:05,1/2/2014,2014-01-02 20,0.6
729,1/2/2014 21:07,1/2/2014,2014-01-02 21,0.64
730,1/2/2014 22:07,1/2/2014,2014-01-02 22,0.6
731,1/2/2014 23:08,1/2/2014,2014-01-02 23,0.64
732,1/3/2014 0:09,1/3/2014,2014-01-03 00,0.42
733,1/3/2014 1:10,1/3/2014,2014-01-03 01,0
734,1/3/2014 2:11,1/3/2014,2014-01-03 02,0
735,1/3/2014 3:01,1/3/2014,2014-01-03 03,0.33
736,1/3/2014 4:01,1/3/2014,2014-01-03 04,0.51
737,1/3/2014 5:01,1/3/2014,2014-01-03 05,0.42
738,1/3/2014 6:12,1/3/2014,2014-01-03 06,0.69
739,1/3/2014 7:03,1/3/2014,2014-01-03 07,0.96
740,1/3/2014 8:03,1/3/2014,2014-01-03 08,0.96
741,1/3/2014 9:04,1/3/2014,2014-01-03 09,0.96
742,1/3/2014 10:25,1/3/2014,2014-01-03 10,1.05
743,1/3/2014 11:06,1/3/2014,2014-01-03 11,1.14
744,1/3/2014 12:09,1/3/2014,2014-01-03 12,1.27
745,1/3/2014 13:00,1/3/2014,2014-01-03 13,2.25
746,1/3/2014 14:01,1/3/2014,2014-01-03 14,2.5
747,1/3/2014 15:01,1/3/2014,2014-01-03 15,3.06
748,1/3/2014 16:02,1/3/2014,2014-01-03 16,2.66
749,1/3/2014 17:03,1/3/2014,2014-01-03 17,1.83
750,1/3/2014 18:04,1/3/2014,2014-01-03 18,0.74
751,1/3/2014 19:04,1/3/2014,2014-01-03 19,0.42
752,1/3/2014 20:06,1/3/2014,2014-01-03 20,0.51
753,1/3/2014 21:08,1/3/2014,2014-01-03 21,0.46
754,1/3/2014 22:09,1/3/2014,2014-01-03 22,0.46
755,1/3/2014 23:09,1/3/2014,2014-01-03 23,0.33
756,1/4/2014 0:09,1/4/2014,2014-01-04 00,0.14
757,1/4/2014 1:10,1/4/2014,2014-01-04 01,0.05
758,1/4/2014 2:09,1/4/2014,2014-01-04 02,0.14
759,1/4/2014 3:00,1/4/2014,2014-01-04 03,0.23
760,1/4/2014 4:00,1/4/2014,2014-01-04 04,0.33
761,1/4/2014 5:01,1/4/2014,2014-01-04 05,0.28
762,1/4/2014 6:01,1/4/2014,2014-01-04 06,0.23
763,1/4/2014 7:03,1/4/2014,2014-01-04 07,0.42
764,1/4/2014 8:04,1/4/2014,2014-01-04 08,0.42
765,1/4/2014 9:04,1/4/2014,2014-01-04 09,0.69
766,1/4/2014 10:04,1/4/2014,2014-01-04 10,0.96
767,1/4/2014 11:03,1/4/2014,2014-01-04 11,1.22
768,1/4/2014 12:04,1/4/2014,2014-01-04 12,1.44
769,1/4/2014 13:04,1/4/2014,2014-01-04 13,2.29
770,1/4/2014 14:04,1/4/2014,2014-01-04 14,2.78
771,1/4/2014 15:04,1/4/2014,2014-01-04 15,2.66
772,1/4/2014 16:06,1/4/2014,2014-01-04 16,2.54
773,1/4/2014 17:06,1/4/2014,2014-01-04 17,1.83
774,1/4/2014 18:07,1/4/2014,2014-01-04 18,1.05
775,1/4/2014 19:07,1/4/2014,2014-01-04 19,0.51
776,1/4/2014 20:09,1/4/2014,2014-01-04 20,0.51
777,1/4/2014 21:09,1/4/2014,2014-01-04 21,0.65
778,1/4/2014 22:00,1/4/2014,2014-01-04 22,0.56
779,1/4/2014 23:01,1/4/2014,2014-01-04 23,0.56
780,1/5/2014 0:01,1/5/2014,2014-01-05 00,0.74
781,1/5/2014 1:07,1/5/2014,2014-01-05 01,0.46
782,1/5/2014 2:07,1/5/2014,2014-01-05 02,0.78
783,1/5/2014 3:09,1/5/2014,2014-01-05 03,0.74
784,1/5/2014 4:10,1/5/2014,2014-01-05 04,0.56
785,1/5/2014 5:00,1/5/2014,2014-01-05 05,0.69
786,1/5/2014 6:01,1/5/2014,2014-01-05 06,0.78
787,1/5/2014 7:01,1/5/2014,2014-01-05 07,0.51
788,1/5/2014 8:03,1/5/2014,2014-01-05 08,0.74
789,1/5/2014 9:03,1/5/2014,2014-01-05 09,1.09
790,1/5/2014 10:04,1/5/2014,2014-01-05 10,1.57
791,1/5/2014 11:04,1/5/2014,2014-01-05 11,1.4
792,1/5/2014 12:06,1/5/2014,2014-01-05 12,1.44
793,1/5/2014 13:06,1/5/2014,2014-01-05 13,2.58
794,1/5/2014 14:07,1/5/2014,2014-01-05 14,2.98
795,1/5/2014 15:07,1/5/2014,2014-01-05 15,2.94
796,1/5/2014 16:09,1/5/2014,2014-01-05 16,2.94
797,1/5/2014 17:09,1/5/2014,2014-01-05 17,1.79
798,1/5/2014 18:00,1/5/2014,2014-01-05 18,1.57
799,1/5/2014 19:01,1/5/2014,2014-01-05 19,0.96
800,1/5/2014 20:03,1/5/2014,2014-01-05 20,0.37
801,1/5/2014 21:03,1/5/2014,2014-01-05 21,1.09
802,1/5/2014 22:04,1/5/2014,2014-01-05 22,0.83
803,1/5/2014 23:45,1/5/2014,2014-01-05 23,0.87
804,1/6/2014 0:06,1/6/2014,2014-01-06 00,0.96
805,1/6/2014 1:06,1/6/2014,2014-01-06 01,0.92
806,1/6/2014 2:07,1/6/2014,2014-01-06 02,1.05
807,1/6/2014 3:08,1/6/2014,2014-01-06 03,0.78
808,1/6/2014 4:09,1/6/2014,2014-01-06 04,1.14
809,1/6/2014 5:09,1/6/2014,2014-01-06 05,0.83
810,1/6/2014 6:00,1/6/2014,2014-01-06 06,0.69
811,1/6/2014 7:01,1/6/2014,2014-01-06 07,0.91
812,1/6/2014 8:01,1/6/2014,2014-01-06 08,0.65
813,1/6/2014 9:02,1/6/2014,2014-01-06 09,1.83
814,1/6/2014 10:03,1/6/2014,2014-01-06 10,1.53
815,1/6/2014 11:14,1/6/2014,2014-01-06 11,1.53
816,1/6/2014 12:05,1/6/2014,2014-01-06 12,1.7
817,1/6/2014 13:05,1/6/2014,2014-01-06 13,1.95
818,1/6/2014 14:01,1/6/2014,2014-01-06 14,2.82
819,1/6/2014 15:02,1/6/2014,2014-01-06 15,2.53
820,1/6/2014 16:04,1/6/2014,2014-01-06 16,1.83
821,1/6/2014 17:04,1/6/2014,2014-01-06 17,2
822,1/6/2014 18:05,1/6/2014,2014-01-06 18,1.31
823,1/6/2014 19:05,1/6/2014,2014-01-06 19,0.87
824,1/6/2014 20:07,1/6/2014,2014-01-06 20,1
825,1/6/2014 21:07,1/6/2014,2014-01-06 21,1.4
826,1/6/2014 22:08,1/6/2014,2014-01-06 22,0.83
827,1/6/2014 23:08,1/6/2014,2014-01-06 23,0.78
828,1/7/2014 0:10,1/7/2014,2014-01-07 00,0.87
829,1/7/2014 1:00,1/7/2014,2014-01-07 01,0.83
830,1/7/2014 2:01,1/7/2014,2014-01-07 02,0.78
831,1/7/2014 3:02,1/7/2014,2014-01-07 03,0.51
832,1/7/2014 4:02,1/7/2014,2014-01-07 04,0.46
833,1/7/2014 5:03,1/7/2014,2014-01-07 05,0.23
834,1/7/2014 6:04,1/7/2014,2014-01-07 06,0
835,1/7/2014 7:05,1/7/2014,2014-01-07 07,0.37
836,1/7/2014 8:05,1/7/2014,2014-01-07 08,0
837,1/7/2014 9:06,1/7/2014,2014-01-07 09,0.64
838,1/7/2014 10:08,1/7/2014,2014-01-07 10,0.69
839,1/7/2014 11:08,1/7/2014,2014-01-07 11,0.46
840,1/7/2014 12:10,1/7/2014,2014-01-07 12,0.91
